map_id,map_user_id,map_topic_id,map_folder_id,map_read_time,map_user_active,map_user_banned,map_has_unread,map_is_system,map_is_starter,map_left_time,map_ignore_notification,map_last_topic_reply
230,7,115,myconvo,1327705482,0,0,0,0,1,0,0,1327704880
235,35,118,myconvo,1326291485,0,0,0,0,0,0,0,1326291484
236,3,118,myconvo,1410054203,1,0,0,0,1,0,0,1326291484
237,14,119,myconvo,1332108173,1,0,0,0,0,0,1,1326336323
238,35,119,myconvo,1326336324,0,0,0,0,1,0,0,1326336323
239,54,120,myconvo,1326420471,1,0,0,0,0,0,0,1326388925
240,35,120,myconvo,1326393505,0,0,0,0,1,0,0,1326388925
241,101,121,myconvo,1327062209,1,0,0,0,0,0,0,1326726871
242,65,121,myconvo,1327022128,1,0,0,0,1,0,0,1326726871
243,49,122,myconvo,1329522176,0,0,0,0,0,0,0,1326801106
244,13,122,myconvo,1326801119,1,0,0,0,1,0,0,1326801106
247,108,124,myconvo,1326896573,1,0,0,0,0,0,0,1326896558
248,14,124,myconvo,1326896559,1,0,0,0,1,0,0,1326896558
249,1,125,myconvo,1326899078,0,0,0,0,0,0,0,1326898427
250,14,125,myconvo,1326898427,1,0,0,0,1,0,0,1326898427
251,7,126,myconvo,1326990316,0,0,0,0,0,0,0,1326946459
252,13,126,myconvo,1327095142,1,0,0,0,1,0,0,1326946459
253,114,127,myconvo,1327173332,1,0,0,0,0,0,0,1327173323
254,7,127,myconvo,1327528756,0,0,0,0,1,0,0,1327173323
255,40,128,myconvo,1327178556,1,0,0,0,0,0,0,1327157819
256,7,128,myconvo,1327528747,0,0,0,0,1,0,0,1327157819
257,108,129,myconvo,1327196389,1,0,0,0,0,0,0,1327196388
258,4,129,myconvo,1327234403,1,0,0,0,1,0,0,1327196388
259,108,130,myconvo,1327414788,1,0,0,0,0,0,0,1327356312
260,35,130,myconvo,1327356401,0,0,0,0,1,0,0,1327356312
261,29,131,myconvo,1354269807,1,0,0,0,0,0,0,1328778444
262,7,131,myconvo,1331745502,0,0,0,0,1,0,0,1328778444
263,40,132,myconvo,1327495202,1,0,0,0,0,0,0,1327493795
264,114,132,myconvo,1327493796,1,0,0,0,1,0,0,1327493795
265,108,133,myconvo,1328887063,1,0,0,0,0,0,0,1328884967
266,14,133,myconvo,1328884968,1,0,0,0,1,0,0,1328884967
267,100,134,myconvo,1327596939,1,0,0,0,0,0,0,1327508246
268,3,134,myconvo,1327512370,1,0,0,0,1,0,0,1327508246
271,89,136,myconvo,1327524411,1,0,0,0,0,0,0,1327520236
272,1,136,myconvo,1327521456,0,0,0,0,1,0,0,1327520236
273,64,137,myconvo,1327600665,1,0,0,0,0,0,0,1327600664
274,65,137,myconvo,1332826057,1,0,0,0,1,0,0,1327600664
279,1,140,myconvo,1327700525,0,0,0,0,0,0,0,1327607161
280,19,140,myconvo,1327608831,1,0,0,0,1,0,0,1327607161
281,19,141,myconvo,1327947289,1,0,0,0,0,0,0,1327946668
282,2,141,myconvo,1327946668,1,0,0,0,1,0,0,1327946668
283,100,142,myconvo,1327765061,1,0,0,0,0,0,0,1327761298
284,22,142,myconvo,1327768132,1,0,0,0,1,0,0,1327761298
285,9,143,myconvo,1327838598,1,0,0,0,0,0,0,1327838261
286,29,143,myconvo,1332580635,1,0,0,0,1,0,0,1327838261
287,84,144,myconvo,1327780787,1,0,0,0,0,0,0,1327780782
288,29,144,myconvo,1332580837,1,0,0,0,1,0,0,1327780782
289,1,145,myconvo,1327794353,0,0,0,0,0,0,0,1327794352
290,65,145,myconvo,1327813532,1,0,0,0,1,0,0,1327794352
291,49,146,myconvo,1327857093,0,0,0,0,0,0,0,1327857092
292,14,146,myconvo,1327867645,1,0,0,0,1,0,0,1327857092
294,40,147,myconvo,1327926297,1,0,0,0,1,0,0,1327902597
295,8,148,myconvo,1328574916,1,0,0,0,0,0,0,1328059596
296,14,148,myconvo,1328059597,1,0,0,0,1,0,0,1328059596
297,1,149,myconvo,1328168845,0,0,0,0,0,0,0,1328013471
298,65,149,myconvo,1336211938,1,0,0,0,1,0,0,1328013471
301,1,151,myconvo,1330704284,1,0,0,0,0,0,0,1328215747
302,108,151,myconvo,1328215860,1,0,0,0,1,0,0,1328215747
307,132,154,myconvo,1328292463,0,0,0,0,0,0,0,1328292462
308,2,154,myconvo,1328293845,1,0,0,0,1,0,0,1328292462
311,1,156,myconvo,1328541025,0,0,0,0,0,0,0,1328407651
312,138,156,myconvo,1328465290,1,0,0,0,1,0,0,1328407651
313,2,157,myconvo,1328375883,1,0,0,0,0,0,0,1328375521
314,138,157,myconvo,1328809426,1,0,0,0,1,0,0,1328375521
317,9,159,myconvo,1328375222,1,0,0,0,0,0,0,1328374222
318,3,159,myconvo,1410054290,1,0,0,0,1,0,0,1328374222
319,53,160,myconvo,1328432307,1,0,0,0,0,0,0,1328432306
320,125,160,myconvo,1328432958,1,0,0,0,1,0,0,1328432306
321,140,161,myconvo,1328467779,1,0,0,0,0,0,0,1328407570
322,7,161,myconvo,1328439285,0,0,0,0,1,0,0,1328407570
323,84,162,myconvo,1328478325,1,0,0,0,0,0,0,1328478300
324,108,162,myconvo,1328478332,1,0,0,0,1,0,0,1328478300
327,1,164,myconvo,1328810103,0,0,0,0,0,0,0,1328810065
328,138,164,myconvo,1328810186,1,0,0,0,1,0,0,1328810065
329,108,165,myconvo,1328551941,1,0,0,0,0,0,0,1328550683
330,14,165,myconvo,1328551559,1,0,0,0,1,0,0,1328550683
333,132,167,myconvo,1328683815,0,0,0,0,0,0,0,1328677843
334,142,167,myconvo,1328829806,1,0,0,0,1,0,0,1328677843
335,91,168,myconvo,1328783440,1,0,0,0,0,0,0,1328783426
336,142,168,myconvo,1328840411,1,0,0,0,1,0,0,1328783426
337,140,169,myconvo,1328734826,1,0,0,0,0,0,0,1328716243
338,14,169,myconvo,1328716243,1,0,0,0,1,0,0,1328716243
339,134,170,myconvo,1328797474,1,0,0,0,0,0,0,1328716287
340,14,170,myconvo,1328716287,1,0,0,0,1,0,0,1328716287
341,84,171,myconvo,1328716632,1,0,0,0,0,0,0,1328716310
342,14,171,myconvo,1328716310,1,0,0,0,1,0,0,1328716310
343,130,172,myconvo,1328741548,0,0,0,0,0,0,0,1328729095
344,14,172,myconvo,1328729096,1,0,0,0,1,0,0,1328729095
345,3,173,myconvo,1328733307,1,0,0,0,0,0,0,1328716597
346,14,173,myconvo,1328716597,1,0,0,0,1,0,0,1328716597
347,7,174,myconvo,1328842691,0,0,0,0,0,0,0,1328841286
348,142,174,myconvo,1328841287,1,0,0,0,1,0,0,1328841286
349,35,175,myconvo,1328948487,0,0,0,0,0,0,0,1328930165
350,142,175,myconvo,1328998477,1,0,0,0,1,0,0,1328930165
351,140,176,myconvo,1329002882,1,0,0,0,0,0,0,1328907920
352,142,176,myconvo,1329089539,1,0,0,0,1,0,0,1328907920
353,134,177,myconvo,1328923207,1,0,0,0,0,0,0,1328843880
354,142,177,myconvo,1328843880,1,0,0,0,1,0,0,1328843880
355,140,178,myconvo,1328891941,1,0,0,0,0,0,0,1328890149
356,144,178,myconvo,1329016543,0,0,0,0,1,0,0,1328890149
357,35,179,myconvo,1328925410,0,0,0,0,0,0,0,1328925409
358,17,179,myconvo,1330044722,1,0,0,0,1,0,0,1328925409
359,140,180,myconvo,1329678638,1,0,0,0,0,0,0,1328984375
360,144,180,myconvo,1329785786,0,0,0,0,1,0,0,1328984375
363,134,182,myconvo,1329192999,1,0,0,0,0,0,0,1329171074
364,140,182,myconvo,1329171075,1,0,0,0,1,0,0,1329171074
365,40,183,myconvo,1328998074,1,0,0,0,0,0,0,1328998073
366,1,183,myconvo,1328999329,0,0,0,0,1,0,0,1328998073
369,8,185,myconvo,1329362633,1,0,0,0,0,0,0,1329362623
370,14,185,myconvo,1332108146,1,0,0,0,1,0,0,1329362623
373,44,187,myconvo,1329200245,1,0,0,0,0,0,0,1329199331
374,152,187,myconvo,1329199333,1,0,0,0,1,0,0,1329199331
375,108,188,myconvo,1329338151,1,0,0,0,0,0,0,1329338104
376,14,188,myconvo,1353472272,0,0,0,0,1,0,0,1329338104
379,49,190,myconvo,1329997053,0,0,0,0,0,0,0,1329983201
380,142,190,myconvo,1330309348,1,0,0,0,1,0,0,1329983201
381,44,191,myconvo,1329536879,1,0,0,0,0,0,0,1329536876
382,152,191,myconvo,1329543501,1,0,0,0,1,0,0,1329536876
383,150,192,myconvo,1329768415,1,0,0,0,0,0,0,1329688457
384,7,192,myconvo,1329710243,0,0,0,0,1,0,0,1329688457
385,142,193,myconvo,1329714892,1,0,0,0,0,0,0,1329714890
386,108,193,myconvo,1329715437,1,0,0,0,1,0,0,1329714890
387,91,194,myconvo,1330610887,1,0,0,0,0,0,0,1330529058
388,13,194,myconvo,1352308306,1,0,0,0,1,0,0,1330529058
389,7,195,myconvo,1329672148,0,0,0,0,0,0,0,1329672025
390,40,195,myconvo,1329757291,1,0,0,0,1,0,0,1329672025
391,108,196,myconvo,1329749259,1,0,0,0,0,0,0,1329726629
392,35,196,myconvo,1329726809,0,0,0,0,1,0,0,1329726629
393,158,197,myconvo,1330382501,1,0,0,0,0,0,0,1329795551
394,108,197,myconvo,1329815516,1,0,0,0,1,0,0,1329795551
395,158,198,myconvo,1330382500,1,0,0,0,0,0,0,1329796905
396,140,198,myconvo,1329797384,1,0,0,0,1,0,0,1329796905
397,40,199,myconvo,1329810236,1,0,0,0,0,0,0,1329778175
398,158,199,myconvo,1332425361,1,0,0,0,1,0,0,1329778175
399,108,200,myconvo,1329955689,1,0,0,0,0,0,0,1329949535
400,8,200,myconvo,1329952048,1,0,0,0,1,0,0,1329949535
401,158,201,myconvo,1330382497,1,0,0,0,0,0,0,1330036012
402,142,201,myconvo,1330309324,1,0,0,0,1,0,0,1330036012
403,159,202,myconvo,1331475275,1,0,1,0,0,0,0,1331781970
404,142,202,myconvo,1331781981,1,0,0,0,1,0,0,1331781970
405,150,203,myconvo,1329945765,1,0,0,0,0,0,0,1329853221
406,160,203,myconvo,1329865632,0,0,0,0,1,0,0,1329853221
407,65,204,myconvo,1330946539,1,0,0,0,0,0,0,1329853737
408,160,204,myconvo,1329854430,0,0,0,0,1,0,0,1329853737
409,43,205,myconvo,1336956395,1,0,0,0,0,0,0,1329853835
410,160,205,myconvo,1329854451,0,0,0,0,1,0,0,1329853835
411,6,206,myconvo,1330027712,1,0,0,0,0,0,0,1329858132
412,160,206,myconvo,1329863090,1,0,0,0,1,0,0,1329858132
413,4,207,myconvo,1329858418,1,0,0,0,0,0,0,1329858418
414,160,207,myconvo,1329860421,1,0,0,0,1,0,0,1329858418
417,1,209,myconvo,1329861993,0,0,0,0,0,0,0,1329861936
418,138,209,myconvo,1329861936,1,0,0,0,1,0,0,1329861936
419,54,210,myconvo,1330036886,1,0,0,0,0,0,0,1329881073
420,84,210,myconvo,1329881073,1,0,0,0,1,0,0,1329881073
423,151,212,myconvo,1329964922,1,0,0,0,0,0,0,1329936750
424,152,212,myconvo,1330132727,1,0,0,0,1,0,0,1329936750
429,61,215,myconvo,1329970950,1,0,0,0,0,0,0,1329970948
430,108,215,myconvo,1329960670,0,0,1,0,1,0,0,1329970948
434,54,217,myconvo,1329991283,1,0,0,0,0,0,0,1329991191
435,35,217,myconvo,1329991192,0,0,0,0,1,0,0,1329991191
436,49,218,myconvo,1353188738,0,0,0,0,0,0,0,1330063146
437,158,218,myconvo,1330382496,1,0,0,0,1,0,0,1330063146
438,35,219,myconvo,1330047352,0,0,0,0,0,0,0,1330047351
439,17,219,myconvo,1330047461,1,0,0,0,1,0,0,1330047351
440,161,220,myconvo,1330055924,0,0,0,0,0,0,0,1330055723
441,61,220,myconvo,1330055724,1,0,0,0,1,0,0,1330055723
446,151,223,myconvo,1330136577,1,0,0,0,0,0,0,1330136576
447,152,223,myconvo,1330139267,1,0,0,0,1,0,0,1330136576
452,146,226,myconvo,1344331422,1,0,0,0,0,0,0,1332780522
453,35,226,myconvo,1332780453,0,0,1,0,1,0,0,1332780522
454,23,227,myconvo,1330560661,1,0,0,0,0,0,0,1330410361
455,35,227,myconvo,1330414795,0,0,0,0,1,0,0,1330410361
456,22,228,myconvo,1330174675,1,0,0,0,0,0,0,1330174675
457,35,228,myconvo,1330175466,0,0,0,0,1,0,0,1330174675
471,40,234,myconvo,1330273280,1,0,1,0,1,0,0,1330276375
473,9,235,myconvo,1330273284,1,0,0,0,1,0,0,1330273284
476,84,237,myconvo,1330394686,1,0,0,0,0,0,0,1330369606
477,164,237,myconvo,1330369607,0,0,0,0,1,0,0,1330369606
482,13,240,myconvo,1330373365,1,0,0,0,0,0,0,1330348086
483,16,240,myconvo,1341523392,0,0,0,0,1,0,0,1330348086
488,17,243,myconvo,1330397197,1,0,0,0,0,0,0,1330397196
489,108,243,myconvo,1330312344,0,0,1,0,1,0,0,1330397196
492,152,245,myconvo,1330323846,1,0,0,0,0,0,0,1330323731
493,44,245,myconvo,1330323732,1,0,0,0,1,0,0,1330323731
494,158,246,myconvo,1416347227,1,0,0,0,0,0,0,1330349274
495,35,246,myconvo,1330349510,0,0,0,0,1,0,0,1330349274
500,35,249,myconvo,1330379183,0,0,0,0,0,0,0,1330378868
501,108,249,myconvo,1330378868,1,0,0,0,1,0,0,1330378868
502,22,250,myconvo,1330455193,1,0,0,0,0,0,0,1330455192
503,35,250,myconvo,1330455278,0,0,0,0,1,0,0,1330455192
510,9,254,myconvo,1330631026,1,0,0,0,0,0,0,1330561918
511,23,254,myconvo,1330561919,1,0,0,0,1,0,0,1330561918
512,84,255,myconvo,1330485855,1,0,0,0,0,0,0,1330484787
513,7,255,myconvo,1330484787,0,0,0,0,1,0,0,1330484787
514,168,256,myconvo,1402357459,1,0,0,0,0,0,0,1335334596
515,35,256,myconvo,1335334597,0,0,0,0,1,0,0,1335334596
516,108,257,myconvo,1330628414,1,0,0,0,0,0,0,1330628413
517,152,257,myconvo,1330637591,1,0,0,0,1,0,0,1330628413
522,16,260,myconvo,1341523404,0,0,0,0,0,0,0,1330870883
523,19,260,myconvo,1330978084,1,0,0,0,1,0,0,1330870883
524,54,261,myconvo,1330892145,1,0,0,0,0,0,0,1330892144
525,22,261,myconvo,1330890747,1,0,1,0,1,0,0,1330892144
526,1,262,myconvo,1330946105,0,0,0,0,0,0,0,1330946100
527,65,262,myconvo,1330946339,1,0,0,0,1,0,0,1330946100
528,4,263,myconvo,1330964119,1,0,0,0,0,0,0,1330962730
529,7,263,myconvo,1330962738,0,0,0,0,1,0,0,1330962730
530,108,264,myconvo,1330983150,1,0,0,0,0,0,0,1330975435
531,14,264,myconvo,1353472231,0,0,0,0,1,0,0,1330975435
532,4,265,myconvo,1330983868,1,0,0,0,0,0,0,1330983867
533,152,265,myconvo,1330986006,1,0,0,0,1,0,0,1330983867
534,140,266,myconvo,1332168085,1,0,0,0,0,0,0,1332168083
535,142,266,myconvo,1332171429,1,0,0,0,1,0,0,1332168083
536,91,267,myconvo,1331165387,1,0,0,0,0,0,0,1331138286
537,161,267,myconvo,1331414149,0,0,0,0,1,0,0,1331138286
538,4,268,myconvo,1331106306,1,0,0,0,0,0,0,1331090677
539,152,268,myconvo,1331090679,1,0,0,0,1,0,0,1331090677
540,44,269,myconvo,1331093559,1,0,0,0,0,0,0,1331093557
541,152,269,myconvo,1331114642,1,0,0,0,1,0,0,1331093557
542,16,270,myconvo,1332291109,0,0,0,0,0,0,0,1331162635
543,19,270,myconvo,1331312918,1,0,0,0,1,0,0,1331162635
546,130,272,myconvo,1331277098,0,0,0,0,0,0,0,1331277097
547,44,272,myconvo,1334730289,1,0,0,0,1,0,0,1331277097
548,1,273,myconvo,1331374531,0,0,0,0,0,0,0,1331303162
549,65,273,myconvo,1331475128,1,0,0,0,1,0,0,1331303162
550,91,274,myconvo,1331331584,1,0,0,0,0,0,0,1331331583
551,152,274,myconvo,1331332175,1,0,0,0,1,0,0,1331331583
552,1,275,myconvo,1347548994,0,0,0,0,0,0,0,1331384750
553,175,275,myconvo,1428403378,1,0,0,0,1,0,0,1331384750
554,9,276,myconvo,1331411318,1,0,0,0,0,0,0,1331411317
555,161,276,myconvo,1331496071,0,0,0,0,1,0,0,1331411317
556,2,277,myconvo,1331503448,1,0,0,0,0,0,0,1331503446
