word_id,lang_id,word_app,word_pack,word_key,word_default,word_custom,word_default_version,word_custom_version,word_js
111,1,core,admin_applications,a_nomodules,"There are no modules being exported","",32005,,0
112,1,core,admin_applications,a_nosettings,"There are no settings being exported","",32005,,0
113,1,core,admin_applications,a_checkrequirements,"Checking system requirements...","",32005,,0
114,1,core,admin_applications,a_yesyoucan,"You are able to use this hook","",32005,,0
115,1,core,admin_applications,a_noyoucant,"This hook is not supported on your system","",32005,,0
116,1,core,admin_applications,a_outerpost,"after the end of the foreach statement ","",32005,,0
117,1,core,admin_applications,a_innerpost,"before the end of the foreach statement ","",32005,,0
118,1,core,admin_applications,a_innerpre,"after the start of the foreach statement ","",32005,,0
119,1,core,admin_applications,a_outerpre,"before the start of the foreach statement ","",32005,,0
120,1,core,admin_applications,a_preendif,"before the end of the if statement ","",32005,,0
121,1,core,admin_applications,a_postendif,"after the end of the if statement ","",32005,,0
122,1,core,admin_applications,a_postelse,"after the start of the else statement ","",32005,,0
123,1,core,admin_applications,a_prestartif,"before the start of the if statement ","",32005,,0
124,1,core,admin_applications,a_poststartif,"after the start of the if statement ","",32005,,0
125,1,core,admin_applications,a_preelse,"before the start of the else statement ","",32005,,0
126,1,core,admin_applications,a_labeled,"labeled ","",32005,,0
127,1,core,admin_applications,a_datahookfor,"This is a data hook for ","",32005,,0
128,1,core,admin_applications,a_storedfile,"Stored file name","",32005,,0
129,1,core,admin_applications,a_wherehook,"Where this hook shows","",32005,,0
130,1,core,admin_applications,a_showsin,"This hook shows in ","",32005,,0
131,1,core,admin_applications,a_willoverload,"This hook will overload ","",32005,,0
132,1,core,admin_applications,a_libraryhookfor,"This is a library hook for %s in the %s application","",32005,,0
133,1,core,admin_applications,a_authorsite,"Author Website","",32005,,0
134,1,core,admin_applications,a_fileuses,"Files that this hook uses","",32005,,0
135,1,core,admin_applications,a_realfile,"Real file name","",32005,,0
136,1,core,admin_applications,a_typeoftemp,"Type of template hook","",32005,,0
137,1,core,admin_applications,a_hookid,"The hook 'ID'","",32005,,0
138,1,core,admin_applications,a_hookloc,"Position of template hook","",32005,,0
139,1,core,admin_applications,a_addanother,"Add Another File","",32005,,0
140,1,core,admin_applications,a_hookver,"Hook Version","",32005,,0
141,1,core,admin_applications,a_skinfunc,"The skin function this hook is in","",32005,,0
142,1,core,admin_applications,a_datalocation,"Data Location","",32005,,0
143,1,core,admin_applications,a_skingroup,"The skin group this hook is in","",32005,,0
144,1,core,admin_applications,a_classextend,"The class this file extends","",32005,,0
145,1,core,admin_applications,a_libraryhook,"Library hook","",32005,,0
146,1,core,admin_applications,a_templatehook,"Template hook","",32005,,0
147,1,core,admin_applications,a_datahook,"Data hook","",32005,,0
148,1,core,admin_applications,a_soverloader,"Skin overloader","",32005,,0
149,1,core,admin_applications,a_aoverloader,"Action overloader","",32005,,0
150,1,core,admin_applications,a_filehooktype,"File hook type","",32005,,0
151,1,core,admin_applications,a_selectone,"Select one","",32005,,0
152,1,core,admin_applications,a_fileclassname,"This file's class name","",32005,,0
153,1,core,admin_applications,a_filenamedir,"File name in hooks directory","",32005,,0
154,1,core,admin_applications,a_hookfile,File,"",32005,,0
155,1,core,admin_applications,a_hookfiles,Files,"",32005,,0
156,1,core,admin_applications,a_phpminmax,"Use the regular PHP version numbers to set the minimum or maximum versions.","",32005,,0
157,1,core,admin_applications,a_max,Max,"",32005,,0
158,1,core,admin_applications,a_phpver,"PHP Version","",32005,,0
159,1,core,admin_applications,a_min,Min,"",32005,,0
160,1,core,admin_applications,a_enterzero,"Enter 0 for no requirement limits.","",32005,,0
161,1,core,admin_applications,a_longversionid,"Use the long version ID to set minimum or maximum versions.","",32005,,0
162,1,core,admin_applications,a_hookrequirements,Requirements,"",32005,,0
163,1,core,admin_applications,a_hookurl,"Update URL","",32005,,0
164,1,core,admin_applications,a_hookurl_info,"(Optional) Enter the URL the system can check against for update notifications.<br />""&amp;boardVersion=(ipb-long-version-id)&amp;version=(hook-long-version-id)"" will be appended to the URL.","",32005,,0
165,1,core,admin_applications,a_hookauthor_info,"Enter the author name to display for the user","",32005,,0
166,1,core,admin_applications,a_hookemail,"Author Email","",32005,,0
167,1,core,admin_applications,a_hookemail_info,"(Optional) Enter your email address so the user can contact you","",32005,,0
168,1,core,admin_applications,a_hooksite,Website,"",32005,,0
169,1,core,admin_applications,a_hooksite_info,"(Optional) Enter your homepage so users can contact you","",32005,,0
170,1,core,admin_applications,a_hookversion,"Hook Version (long-version)","",32005,,0
171,1,core,admin_applications,a_hookversion_info,"This is the version used to check for update available notifications","",32005,,0
172,1,core,admin_applications,a_hookauthor,"Hook Author","",32005,,0
173,1,core,admin_applications,a_installhook,"Install Hook","",34011,,0
174,1,core,admin_applications,a_hookxml,"Select a hook XML file","",32005,,0
175,1,core,admin_applications,a_enablehook,"Enable Hook","",32005,,0
176,1,core,admin_applications,a_uninstallhook,"Uninstall Hook","",32005,,0
177,1,core,admin_applications,a_setuphook,"Hook Setup","",32005,,0
178,1,core,admin_applications,a_nodishooks,"There are currently no disabled hooks","",32005,,0
179,1,core,admin_applications,a_checkhook,"Check Requirements","",32005,,0
180,1,core,admin_applications,a_disabledhook,"Disabled Hooks","",32005,,0
181,1,core,admin_applications,a_edithook,"Edit Hook","",32005,,0
182,1,core,admin_applications,a_exporthook,"Export Hook","",32005,,0
183,1,core,admin_applications,a_deletehook,"Delete Hook","",32005,,0
184,1,core,admin_applications,a_disablehook,"Disable Hook","",32005,,0
185,1,core,admin_applications,a_viewhook,"View Full Details","",32005,,0
186,1,core,admin_applications,a_nohooks,"There are currently no hooks enabled","",32005,,0
187,1,core,admin_applications,a_move,Move,"",32005,,0
188,1,core,admin_applications,a_uptodate,"Up to Date","",32005,,0
189,1,core,admin_applications,a_lastupdated,"Last Updated","",32005,,0
190,1,core,admin_applications,a_hook,Hook,"",32005,,0
191,1,core,admin_applications,a_installed,Installed,"",32005,,0
192,1,core,admin_applications,a_installedhooks,"Installed Hooks","",32005,,0
193,1,core,admin_applications,a_clickremove,"Click here to remove this application","",32005,,0
194,1,core,admin_applications,a_hooks,Hooks,"",32005,,0
195,1,core,admin_applications,a_hooks_info,"Hooks can be used to modify your IP.Board installation to enhance or add new functionality. You should only install hooks from sources that you trust, as they have full PHP execution capabilities on your server.","",32005,,0
196,1,core,admin_applications,a_warning_info,"All application data, settings, and caches will be removed and <b>CAN NOT be recovered</b>.  Only proceed if you are sure you do not need any of the data associated with the application.  If you would like to keep this data but not use the application, you can disable the application instead of removing it.","",32005,,0
197,1,core,admin_applications,a_warning,"WARNING, PLEASE READ","",32005,,0
198,1,core,admin_applications,a_remove,Remove,"",32005,,0
199,1,core,admin_applications,a_currentver,"Current Version","",32005,,0
200,1,core,admin_applications,a_continue,Continue,"",32005,,0
201,1,core,admin_applications,a_cantinstall_info,"This application cannot be installed. Is it in the correct directory? You cannot install third party applications into the IPS directory or vice-versa.","",32005,,0
202,1,core,admin_applications,a_cannotinstall,"Can't Install","",32005,,0
203,1,core,admin_applications,a_install,Install,"",32005,,0
204,1,core,admin_applications,a__rootapp,"Root / ","",32005,,0
205,1,core,admin_applications,a__ips,"IPS Add On / ","",32005,,0
206,1,core,admin_applications,a__thirdparty,"Third Party Add On / ","",32005,,0
207,1,core,admin_applications,a_author,Author,"",34011,,0
208,1,core,admin_applications,a_unapps,"Applications Not Installed","",32005,,0
209,1,core,admin_applications,a_managepublic,"Manage PUBLIC Modules","",34011,,0
210,1,core,admin_applications,a_manageadmin,"Manage ADMIN Modules","",34011,,0
211,1,core,admin_applications,a_editapp_details,"Edit Application Details","",34011,,0
212,1,core,admin_applications,a_oh_kay,"Up to date","",32005,,0
213,1,core,admin_applications,a_removeapp,"Remove Application","",34011,,0
214,1,core,admin_applications,a_rootapps,"Root Applications","",32005,,0
215,1,core,admin_applications,a_upgradeavail,"Upgrade Available","",32005,,0
216,1,core,admin_applications,a_thirdparty,"Third Party Add Ons","",32005,,0
217,1,core,admin_applications,a_ips,"IPS Add Ons","",32005,,0
218,1,core,admin_applications,a_installedapps,"Installed Applications","",32005,,0
219,1,core,admin_applications,a_app,Application,"",32005,,0
220,1,core,admin_applications,a_appprot_info,"A protected application cannot be removed or edited by administrators","",32005,,0
221,1,core,admin_applications,a_appen,"Application Enabled","",32005,,0
222,1,core,admin_applications,a_appprot,"Application Protected","",32005,,0
223,1,core,admin_applications,a_appdir,"Application Directory","",32005,,0
224,1,core,admin_applications,a_appdir_info,"This directory must exist in the /admin/applications_addon/other directory","",32005,,0
225,1,core,admin_applications,a_appver,"Application Version","",32005,,0
226,1,core,admin_applications,a_appauthor,"Application Author","",32005,,0
227,1,core,admin_applications,a_appdesc_info,"A short description","",32005,,0
228,1,core,admin_applications,a_appdesc,"Application Description","",32005,,0
229,1,core,admin_applications,a_appphide,"Hide for all current and future groups?","",32005,,0
230,1,core,admin_applications,a_appphide_desc,"Allows access to the application on the public side, but does not show a tab in the header","",32005,,0
231,1,core,admin_applications,a_appptitle_info,"A short descriptive title that is viewable on the public side.<br/><strong>Leaving this field blank will cause the application to not be shown on the front end, making it an admin only application.</strong>","",32005,,0
232,1,core,admin_applications,a_appptitle,"Application <em>Public</em> Title","",32005,,0
233,1,core,admin_applications,a_apptitle_info,"A short descriptive title","",32005,,0
234,1,core,admin_applications,a_import,Import,"",32005,,0
235,1,core,admin_applications,a_apptitle,"Application Title","",32005,,0
236,1,core,admin_applications,a_filexml_info,"The file must be uploaded into the './admin' folder","",32005,,0
237,1,core,admin_applications,a_filexml,"<u>OR</u> enter the filename of the XML file","",32005,,0
238,1,core,admin_applications,a_uploadxml,"Upload XML file from your computer","",32005,,0
239,1,core,admin_applications,a_uploadxml_info,"Duplicate entries will not be overwritten but the default setting and other options will be updated.","",32005,,0
240,1,core,admin_applications,a_importxml,"Import XML File","",32005,,0
241,1,core,admin_applications,a_nomods,"This application does not yet have any modules.","",32005,,0
242,1,core,admin_applications,a_protectedmod,"This is a protected module","",32005,,0
243,1,core,admin_applications,a_couldnotbefound,"could not be found.","",32005,,0
244,1,core,admin_applications,a_removemod,"Remove Module...","",32005,,0
245,1,core,admin_applications,a_thedir,"The directory ","",32005,,0
246,1,core,admin_applications,a_position,Position,"",32005,,0
247,1,core,admin_applications,a_save,Save,"",32005,,0
248,1,core,admin_applications,a_modprot,"Module Protected","",32005,,0
249,1,core,admin_applications,a_modprot_info,"A protected application cannot be removed or edited by administrators.","",32005,,0
250,1,core,admin_applications,a_moden_info,"If you disable the module, it will not appear in the menu.","",32005,,0
251,1,core,admin_applications,a_moden,"Module Enabled","",32005,,0
252,1,core,admin_applications,a_modpar,"Module Parent","",32005,,0
253,1,core,admin_applications,a_modpar_info,"If you choose a parent module, it will appear under that main menu link. If you choose no parent, it will become a main menu link.","",32005,,0
254,1,core,admin_applications,a_modver_info,"The current version of this module.","",32005,,0
255,1,core,admin_applications,a_modver,"Module Version","",32005,,0
256,1,core,admin_applications,a_modkey,"Module Key","",32005,,0
257,1,core,admin_applications,a_modkey_info,"The name of the directory containing the module files. This should be alphanumeric only with no spaces or special characters.","",32005,,0
258,1,core,admin_applications,a_moddesc_info,"A short description for this module.","",32005,,0
259,1,core,admin_applications,a_moddesc,"Module Description","",32005,,0
260,1,core,admin_applications,a_modtitle_info,"A short descriptive title.","",32005,,0
261,1,core,admin_applications,a_modtitle,"Module Title","",32005,,0
262,1,core,admin_applications,a_settings,Settings,"",32005,,0
263,1,core,admin_applications,a_modtype,"Module Type","",32005,,0
264,1,core,admin_applications,a_apps,Applications,"",32005,,0
265,1,core,admin_applications,a_editmod,"Edit Module Details...","",32005,,0
266,1,core,admin_applications,a_savechanges,"Save Changes","",32005,,0
267,1,core,admin_applications,a_editappdone,"Application edited","",32005,,0
268,1,core,admin_applications,a_editapp,"Edit Application","",32005,,0
269,1,core,admin_applications,a_addnewapp,"Add New Application","",32005,,0
270,1,core,admin_applications,a_appadded,"Application Added","",32005,,0
271,1,core,admin_applications,a_titledirectory,"You must enter a title AND a directory name.","",32005,,0
272,1,core,admin_applications,a_newapp,"New Application Added","",32005,,0
273,1,core,admin_applications,a_appremoved,"Application Removed","",32005,,0
274,1,core,admin_applications,a_recachecomplete,"Recache complete","",32005,,0
275,1,core,admin_applications,a_protectapp,"This is a protected application. You cannot remove this module.","",32005,,0
276,1,core,admin_applications,a_mod_reposition,"Module position change completed","",32005,,0
277,1,core,admin_applications,a_edited,"Module Edited","",32005,,0
278,1,core,admin_applications,a_noparent,"&lt; No Parent &gt;","",32005,,0
279,1,core,admin_applications,a_public,Public,"",32005,,0
280,1,core,admin_applications,a_admin,Admin,"",32005,,0
281,1,core,admin_applications,a_modules,Modules,"",32005,,0
282,1,core,admin_applications,a_added,"New Module Added","",32005,,0
283,1,core,admin_applications,a_titlekey,"You must enter a title AND a module key.","",32005,,0
284,1,core,admin_applications,a_already,"A module already exists in this application with a key of %s.","",32005,,0
285,1,core,admin_applications,a_insertupdated,"%s items inserted, %s updated.","",32005,,0
286,1,core,admin_applications,a_file404,"Could not find the file to open at: ","",32005,,0
287,1,core,admin_applications,a_removed,"Module Removed","",32005,,0
288,1,core,admin_applications,a_nofile,"No upload file was found or no filename was specified.","",32005,,0
289,1,core,admin_applications,a_protectmod,"This is a protected module. You cannot remove it.","",32005,,0
290,1,core,admin_applications,purchase_additional,"Purchase Additional Applications","",32005,,0
291,1,core,admin_applications,a_noid,"No ID was passed. Please try again.","",32005,,0
292,1,core,admin_applications,add_new_mod_public,"Add New Public Module","",32005,,0
293,1,core,admin_applications,recache_link,"Recache Apps &amp; Modules","",32005,,0
294,1,core,admin_applications,add_new_mod_admin,"Add New Admin Module","",32005,,0
295,1,core,admin_applications,export_mods_as_xml,"Export All As XML","",32005,,0
296,1,core,admin_applications,create_hook_link,"Create Hook","",34011,,0
297,1,core,admin_applications,seo_no_data,"An error occurred; could not locate any data to write","",32005,,0
298,1,core,admin_applications,seo_cannot_write,"Could not write to the cache file, please check permissions on /cache and /cache/furlCache.php","",32005,,0
299,1,core,admin_applications,app_toggled_ok,"The application status has been toggled","",32005,,0
300,1,core,admin_applications,module_form_edit_title,"Edit module","",32005,,0
301,1,core,admin_applications,module_form_add_title,"Add module","",32005,,0
302,1,core,admin_applications,toggle_app_enabled,"Toggle enabled/disabled","",32005,,0
303,1,core,admin_applications,cannot_find_tog_app,"We could not find the application you were attempting to enable or disable.","",32005,,0
304,1,core,admin_applications,rebuild_app_hooks,"Reimport Applications Hooks","",34011,,0
305,1,core,admin_applications,app_hooks_rebuilt,"%s hooks installed, %s hooks updated, and %s hooks skipped","",32005,,0
306,1,core,admin_applications,remove_dead_caches,"Remove Dead Caches","",32005,,0
307,1,core,admin_applications,furl_cache_rebuilt,"FURL Cache Rebuilt","",32005,,0
308,1,core,admin_applications,hook_foreach_loop,"foreach loop","",32005,,0
309,1,core,admin_applications,hook_no_hook_ids_found,"No hook IDs found for the chosen option","",32005,,0
310,1,core,admin_applications,hook_h2_exporting,Exporting,"",32005,,0
311,1,core,admin_applications,hook_check_updates,"Check For Updates","",32005,,0
312,1,core,admin_applications,hook_update_available,"Update Available","",32005,,0
313,1,core,admin_applications,hook_if_statement,"if statement","",32005,,0
314,1,core,admin_applications,addnewmodule_apps,"Add New Module","",32005,,0
315,1,core,admin_applications,cannot_toggle_defaults,"You cannot disable the default System, Forum and Member applications.","",32005,,0
316,1,core,admin_applications,a_hookapp,Application,"",32005,,0
317,1,core,admin_applications,a_officialapp,"Official IPS Application","",32005,,0
318,1,core,admin_applications,hook_remove_requirement,"REMOVE REQUIREMENT","",32005,,0
319,1,core,admin_applications,hook_remove_file,"REMOVE FILE","",32005,,0
320,1,core,admin_applications,hook_form_caches_desc,"The caches selected here will be loaded on each page at startup without the need for additional queries","",32005,,0
321,1,core,admin_applications,hook_form_caches,"Global Caches","",32005,,0
322,1,core,admin_applications,hook_view_requirements,"View Hook Requirements","",32005,,0
323,1,core,admin_applications,hook_globalcaches,"Global Caches","",32005,,0
324,1,core,admin_applications,hook_view_details,"Hook Details","",32005,,0
325,1,core,admin_applications,hook_overview_warnings,"There are %s warnings in the enabled hooks!","",32005,,0
326,1,core,admin_applications,hook_overview_warning,"There is 1 warning in the enabled hooks!","",32005,,0
327,1,core,admin_applications,hook_badge_warning,WARNING,"",32005,,0
328,1,core,admin_applications,hook_require_ok,OK,"",32005,,0
329,1,core,admin_applications,hook_require_error,ERROR,"",32005,,0
330,1,core,admin_applications,hook_require_max,"Maximum version","",32005,,0
331,1,core,admin_applications,hook_require_min,"Minimum version","",32005,,0
332,1,core,admin_applications,hook_require_current,"Your version","",32005,,0
333,1,core,admin_applications,hook_require_toonew,"Your version of the application is too new to support this hook. Maximum: %s","",32005,,0
334,1,core,admin_applications,hook_require_tooold,"Your version of the application is too old to support this hook. Minimum: %s","",32005,,0
335,1,core,admin_applications,hook_require_appnotfound,"%s Application not found, please install the application","",32005,,0
336,1,core,admin_applications,hook_require_appdisabled,"%s application is disabled, please enable the application","",32005,,0
337,1,core,admin_applications,hook_require_skip_reqs,"The hook you are trying to install does not meet all the requirements, please review them below.<br />If you still want to go ahead and enable it press the 'Enable Hook' button above but BE CAREFUL as you might get errors!","",32005,,0
338,1,core,admin_applications,hook_require_noreqs,"This hook has no requirements","",32005,,0
339,1,core,admin_applications,hook_require_addanother,"Add another application","",32005,,0
340,1,core,admin_applications,hook_require_apptitle,"Additional Application","",32005,,0
341,1,core,admin_applications,h_phpnew,"Your PHP version is too new to support this hook. Maximum: %s","",32005,,0
342,1,core,admin_applications,h_phpold,"Your PHP version is too old to support this hook. Minimum: %s","",32005,,0
343,1,core,admin_applications,a_appurl_info,"(Optional) Enter the URL the system can check against for update notifications.<br />""&amp;boardVersion=(ipb-long-version-id)&amp;version=(app-long-version-id)"" will be appended to the URL.","",32005,,0
344,1,core,admin_applications,import_modules_xml,"Import Modules XML","",32005,,0
345,1,core,admin_applications,export_modules_xml,"Export Modules XML","",32005,,0
346,1,core,admin_applications,export_apps_xml,"Export Applications XML","",32005,,0
347,1,core,admin_applications,app_tab_gcaches,"Global Caches","",32005,,0
348,1,core,admin_applications,app_form_tabgroups_desc,"Chosen groups won't see the tab in the header but will still be able to access the application, doesn't apply if the setting above is 'Yes'","",32005,,0
349,1,core,admin_applications,app_form_tabgroups,"Hide for groups...","",32005,,0
350,1,core,admin_applications,app_tab_permissions,"Tab Restrictions","",34011,,0
351,1,core,admin_applications,app_tab_info,"Application Information","",32005,,0
352,1,core,admin_applications,app_disable_hook_warnings,"Disabling the %s application has caused %s warning(s) for the <a href='%s'>enabled hooks</a> !","",32005,,0
353,1,core,admin_applications,app_already_added,"The specified application directory already exists, please use a different directory","",32005,,0
354,1,core,admin_applications,updates_string_more,"There are %s updates available","",32005,,0
355,1,core,admin_applications,updates_string_single,"There is 1 update available","",32005,,0
356,1,core,admin_applications,sphinx_cronjob_note,"NOTE: these cronjobs should work with most servers, but if you experience issues with them please contat your hosting company for support.","",32005,,0
357,1,core,admin_applications,sphinx_cronjob_details,"You can find the cronjobs you should set up on your server for Sphinx below.<br />If you have already added these cronjobs to your server previously, please be sure to edit the old ones instead of adding duplicates.","",32005,,0
358,1,core,admin_applications,sphinx_cronjob_nofiledesc,"The file '%s' may not exist on your server. If you still need to upload it, ignore this warning, otherwise please double-check the path.","",34011,,0
359,1,core,admin_applications,sphinx_cronjob_nofile,"File not found","",32005,,0
360,1,core,admin_applications,sphinx_cronjob_path_desc,"Enter the path to your sphinx.conf file on the server (no trailing slash)","",32005,,0
361,1,core,admin_applications,sphinx_cronjob_path,"Path to sphinx.conf","",32005,,0
