mt_id,mt_date,mt_title,mt_hasattach,mt_starter_id,mt_start_time,mt_last_post_time,mt_to_count,mt_to_member_id,mt_replies,mt_first_msg_id,mt_is_draft,mt_is_deleted,mt_is_system
172,1328716505,Conference,0,14,1328716505,1328729095,1,130,2,566,0,0,0
173,1328716597,Conference,0,14,1328716597,1328716597,2,3,0,567,0,0,0
174,1328739132,Morality,0,142,1328739132,1328841286,1,7,2,570,0,0,0
175,1328823393,FascistCapitalist,0,142,1328823392,1328930165,1,35,4,578,0,0,0
176,1328843632,Strasserism,0,142,1328843631,1328907920,2,140,4,580,0,0,0
177,1328843880,"Your ideology",0,142,1328843880,1328843880,2,134,0,581,0,0,0
178,1328844565,"Just Arrived",0,0,1328844565,1328890154,1,140,2,582,0,1,0
179,1328865394,"Lost Phone Number.",0,0,1328865394,1328925409,1,35,2,583,0,0,0
180,1328890639,WTF?,0,0,1328890639,1328984375,1,140,8,591,0,1,0
182,1328984898,"Strassite greetings/youtube",0,140,1328984898,1329171074,2,134,2,609,0,0,0
183,1328993913,"Your topics",0,1,1328993913,1328998073,1,40,1,610,0,1,0
185,1329175150,Chat,0,14,1329175150,1329362623,2,8,6,616,0,0,0
187,1329195210,Hola,0,0,1329195209,1329199331,2,44,8,622,0,0,0
188,1329338104,Hey,0,14,1329338104,1329338104,1,108,0,631,0,1,0
190,1329453552,"Qualified Democracy",0,142,1329453552,1329983201,1,49,12,636,0,0,0
191,1329529210,Hola,0,0,1329529210,1329536876,2,44,1,640,0,0,0
192,1329552229,Hello,0,7,1329552229,1329688457,1,150,3,642,0,1,0
193,1329566808,Eugenics,0,108,1329566807,1329714890,2,142,5,643,0,0,0
194,1329586481,"Zwart Front",0,13,1329586480,1330529058,2,91,11,645,0,0,0
195,1329667049,"Probably a daft question",0,40,1329667049,1329672025,1,7,5,656,0,0,0
196,1329726630,hey,0,35,1329726629,1329726629,1,108,0,668,0,1,0
197,1329776143,Hello,0,108,1329776141,1329795551,2,158,1,672,0,0,0
198,1329777633,"Your quote",0,140,1329777632,1329796905,2,158,2,673,0,0,0
199,1329778175,"Saw one of your comments on black people",0,158,1329778175,1329778175,2,40,0,674,0,0,0
200,1329788557,"I like your ideas",0,8,1329788557,1329949535,2,108,5,675,0,0,0
201,1329791396,Welcome,0,142,1329791396,1330036012,2,158,6,677,0,0,0
202,1329798939,Regionalism,0,142,1329798938,1331781970,2,159,10,685,0,0,0
203,1329853221,Hello,0,160,1329853221,1329853221,1,150,0,691,0,1,0
204,1329853737,Hello,0,160,1329853737,1329853737,1,65,0,692,0,1,0
205,1329853835,hello,0,160,1329853835,1329853835,1,43,0,693,0,1,0
206,1329854087,hello,0,160,1329854087,1329858132,2,6,4,694,0,0,0
207,1329854155,?,0,160,1329854155,1329858418,2,4,5,695,0,0,0
209,1329861936,"Радио",0,0,1329861936,1329861936,1,1,0,706,0,0,0
210,1329881073,Hey&#33;,0,84,1329881073,1329881073,2,54,0,710,0,0,0
212,1329934695,Hola,0,0,1329934694,1329936750,2,151,1,715,0,0,0
215,1329960670,"State Atheism",0,108,1329960670,1329970948,1,61,1,724,0,1,0
217,1329990083,apologies,0,35,1329990082,1329991191,1,54,2,739,0,1,0
218,1330034387,Greetings,0,158,1330034387,1330063146,1,49,2,749,0,0,0
219,1330044511,"National Trotskyism?",0,0,1330044511,1330047351,1,35,1,753,0,0,0
220,1330053884,Hello,0,61,1330053884,1330055723,1,161,2,755,0,0,0
223,1330134921,Hola,0,0,1330134921,1330136576,2,151,5,763,0,0,0
226,1330153086,"National Syndicalism",0,35,1330153086,1332780522,1,146,10,771,0,1,0
227,1330153404,"National Syndicalism",0,35,1330153404,1330410361,1,23,3,772,0,1,0
228,1330174257,"Hey sorry to bug you",0,35,1330174257,1330174675,1,22,3,779,0,1,0
234,1330273280,"You live in Derby, UK?",0,40,1330273280,1330276375,1,0,1,793,0,0,0
235,1330273284,Introductions,0,9,1330273284,1330273284,1,0,0,794,0,0,0
237,1330279614,Hm,0,164,1330279614,1330369606,1,84,2,798,0,1,0
240,1330294208,Hello,0,16,1330294204,1330348086,1,13,1,804,0,1,0
243,1330312344,IRC,0,108,1330312344,1330397196,1,17,1,820,0,1,0
245,1330323329,hola,0,44,1330323329,1330323731,2,152,3,825,0,0,0
246,1330348530,"Friend of Judikar",0,35,1330348530,1330349274,1,158,1,834,0,1,0
249,1330378869,"IRC Logs 02-15-12",0,108,1330378868,1330378868,1,35,0,846,0,0,0
250,1330379680,Heils,0,35,1330379680,1330455192,1,22,1,847,0,1,0
254,1330408204,"sieging &amp; heiling",0,23,1330408204,1330561918,2,9,2,861,0,0,0
255,1330484787,Hello,0,7,1330484787,1330484787,1,84,0,870,0,1,0
256,1330563492,Hello,0,35,1330563492,1335334596,1,168,4,873,0,1,0
257,1330619456,Hey,0,0,1330619456,1330628413,2,108,1,877,0,0,0
260,1330870883,Help,0,19,1330870883,1330870883,1,16,0,890,0,0,0
261,1330876253,Stamp,0,0,1330876253,1330892145,2,54,5,892,0,0,0
262,1330929507,"A quick question about &#39;Will to Power&#39;",0,65,1330929507,1330946100,1,1,1,898,0,0,0
263,1330958071,archive,0,7,1330958071,1330962730,1,4,2,900,0,1,0
264,1330975435,Conference,0,14,1330975435,1330975435,1,108,0,903,0,1,0
265,1330983807,Hi,0,0,1330983805,1330983867,2,4,1,904,0,0,0
266,1330999089,"Pan-Europeanism over here",0,142,1330999088,1332168083,2,140,6,906,0,0,0
267,1331052446,syndicalism?,0,161,1331052446,1331138286,1,91,2,908,0,1,0
268,1331069884,"A silly question",0,0,1331069883,1331090677,2,4,4,909,0,0,0
269,1331091263,Hey,0,0,1331091263,1331093557,2,44,1,914,0,0,0
270,1331145855,"Excuse me",0,19,1331145855,1331162635,1,16,1,918,0,0,0
272,1331272446,Thanks&#33;,0,44,1331272446,1331277097,1,130,1,923,0,0,0
273,1331274822,"Regarding Anonymous.",0,65,1331274822,1331303162,1,1,2,924,0,0,0
274,1331331041,Hi,0,0,1331331041,1331331583,2,91,1,932,0,0,0
275,1331384750,"video department",0,0,1331384750,1331384750,1,1,0,934,0,0,0
276,1331410421,Belgium,0,161,1331410421,1331411317,1,9,1,935,0,1,0
277,1331493077,"Just a thought",0,132,1331493076,1331503446,1,2,1,938,0,1,0
279,1331532547,"God dag",0,142,1331532547,1331572967,1,0,1,948,0,0,0
283,1331598241,"Dutch NS",0,161,1331598241,1331650479,1,13,1,962,0,1,0
288,1331952452,Hey,0,0,1331952452,1331952452,1,84,0,980,0,1,0
289,1332014797,ahem,0,7,1332014797,1332190236,1,19,2,981,0,1,0
290,1332033280,"Socialist Phalanx",0,140,1332033280,1332096969,2,182,4,982,0,0,0
291,1332110520,"Your current ideology",0,161,1332110520,1332128130,1,140,6,987,0,1,0
298,1332405296,Greetings,0,158,1332405296,1332854640,2,72,2,1037,0,0,0
299,1332523738,1,0,53,1332523738,1332523738,1,0,0,1042,0,0,0
300,1332528906,Hey,0,0,1332528906,1332532024,2,11,2,1043,0,0,0
301,1332542765,Flag,0,67,1332542764,1332859019,1,13,5,1046,0,1,0
302,1332583684,"Un favor",0,130,1332583683,1333235395,1,173,4,1049,0,1,0
303,1332622076,"Reaktion article",0,100,1332622076,1332622076,1,35,0,1051,0,0,0
304,1332626290,"Radio show",0,7,1332626290,1332857261,1,112,1,1052,0,1,0
305,1332650317,hey,0,61,1332650317,1332687389,2,84,1,1055,0,0,0
306,1332765093,"¿?",0,44,1332765093,1332765454,2,11,4,1058,0,0,0
307,1332788993,Observant,0,11,1332788992,1332790314,1,14,6,1066,0,0,0
309,1332829241,"Qld elections",0,65,1332829241,1332829241,2,64,0,1075,0,0,0
310,1332855162,"Wondering about your ideology",0,65,1332855162,1332855473,2,130,1,1077,0,0,0
311,1332855431,"Multiracial Mierce?",0,65,1332855431,1332859172,2,4,1,1078,0,0,0
312,1332915581,^_^,0,0,1332915581,1334128247,2,84,13,1083,0,0,0
313,1332951909,hi,0,13,1332951909,1332951943,2,191,1,1086,0,0,0
314,1332951977,^_^,0,0,1332951977,1332952939,2,101,6,1088,0,0,0
315,1333013200,Boers,0,35,1333013200,1333013200,1,13,0,1098,0,1,0
316,1333023757,Evolution,0,197,1333023757,1333023757,2,108,0,1100,0,0,0
317,1333034530,Hallo,0,197,1333034530,1333035000,2,2,6,1102,0,0,0
318,1333034570,Hmm..,0,197,1333034569,1333040917,1,130,2,1103,0,0,0
319,1333050436,"&#39;Ideal State&#39;",0,197,1333050436,1333185557,2,9,1,1114,0,0,0
320,1333110970,Skype,0,197,1333110970,1333115663,2,2,2,1116,0,0,0
324,1333130453,^_^,0,0,1333130453,1333130453,2,142,0,1138,0,0,0
325,1333131702,^_^,0,0,1333131702,1333131702,2,84,0,1140,0,0,0
326,1333231453,Hei&#33;,0,197,1333231453,1333303512,2,61,7,1146,0,0,0
327,1333286078,Hmm,0,197,1333286078,1333300926,2,9,2,1155,0,0,0
328,1333301126,"About quote from my e-mail",0,0,1333301126,1333340078,2,7,2,1158,0,0,0
330,1333321405,"Signature size",0,1,1333321405,1333321405,1,190,0,1164,0,1,0
332,1333369538,"OH HAI&#33; ^_^",0,0,1333369537,1333369910,2,101,1,1168,0,0,0
333,1333493409,Church,0,35,1333493408,1334481544,1,61,18,1172,0,1,0
334,1333497880,skype,0,35,1333497880,1334017257,1,158,2,1173,0,1,0
335,1333498572,"Delete topic ",0,0,1333498571,1333499982,1,35,1,1175,0,0,0
337,1333923767,"Get on Skype",0,197,1333923767,1333923767,1,3,0,1197,0,1,0
338,1333925984,Greetings,0,197,1333925982,1334057966,2,158,5,1198,0,0,0
339,1333931405,"Now that we&#39;re back in a sane place...",0,161,1333931405,1333991830,1,140,5,1199,0,1,0
340,1333931754,Hallo,0,197,1333931754,1333931754,2,3,0,1200,0,0,0
341,1333943138,"Good day",0,197,1333943138,1333943138,2,112,0,1206,0,0,0
342,1333952197,Nationalism,0,142,1333952197,1334007405,2,197,2,1208,0,0,0
343,1333994646,"Continuing the discussion of Eurasianism",0,161,1333994646,1334025475,1,205,12,1216,0,1,0
345,1334260332,"Introductions are important",0,1,1334260332,1334260616,1,206,1,1257,0,1,0
346,1334262767,indiana,0,0,1334262767,1334385216,1,35,3,1259,0,0,0
348,1334380440,"Bonjour L&#39;ami.",0,0,1334380440,1336925849,1,67,9,1275,0,0,0
349,1334426795,"So it begins",0,132,1334426795,1340121153,1,207,58,1286,0,1,0
350,1334453121,"This song",0,61,1334453121,1334483136,1,132,1,1303,0,0,0
351,1334518510,"NAtional Revolutionary articles",0,0,1334518510,1334560103,2,91,1,1314,0,0,0
353,1334624234,Colorado,0,0,1334624234,1335400413,1,133,6,1338,0,1,0
354,1334718231,AIM,0,164,1334718231,1334718626,1,61,1,1353,0,1,0
355,1334719862,WiB,0,61,1334719861,1334801544,2,9,2,1355,0,0,0
357,1334800647,"Spreading Reaktion",0,0,1334800647,1334800673,1,2,1,1360,0,1,0
358,1334967467,Pozdrav,0,0,1334967467,1337985913,1,56,2,1363,0,1,0
360,1335062572,"C.S. Lewis",0,108,1335062571,1335064908,1,161,6,1369,0,0,0
361,1335139224,skype,0,35,1335139224,1335139224,1,142,0,1378,0,1,0
363,1335166448,hi,0,44,1335166448,1335186296,1,130,1,1384,0,0,0
364,1335232558,Nazis,0,142,1335232558,1335366433,1,0,1,1386,0,0,0
366,1335383417,123,0,0,1335383416,1335383417,1,49,0,1415,0,0,0
367,1335440585,"This is ground control...",0,35,1335440585,1342414500,1,23,9,1417,0,1,0
368,1335455687,"Stick this in your pipe and smoke it&#33;",0,84,1335455687,1335455687,2,91,0,1418,0,0,0
370,1335823013,"Номер",0,0,1335823013,1335827394,1,49,1,1443,0,0,0
374,1336092730,hi,0,146,1336092730,1336092730,1,0,0,1457,0,0,0
375,1336141610,"Joining the IM skype",0,65,1336141610,1336211913,2,9,2,1459,0,0,0
376,1336286086,"Joinging the IM Skype",0,65,1336286085,1336286085,1,1,0,1464,0,0,0
377,1336315516,"Sound of resistance",0,13,1336315516,1336317083,2,91,3,1467,0,0,0
378,1336532723,Hail,0,0,1336532723,1336532723,2,84,0,1473,0,0,0
379,1336532726,Hail,0,0,1336532726,1336532726,2,84,0,1474,0,0,0
380,1336532728,Hail,0,0,1336532728,1336620530,2,84,4,1475,0,0,0
381,1336598706,"Hey, its Jacob Rutledge",0,35,1336598706,1336598706,1,197,0,1477,0,1,0
382,1336611851,"malformed ID",0,7,1336611851,1336614313,1,168,1,1480,0,1,0
383,1336634619,"blocked links",0,168,1336634619,1336639904,1,7,1,1483,0,0,0
384,1336694149,"Black corps",0,0,1336694149,1337444997,1,1,7,1485,0,0,0
386,1336852070,"academic journal access",0,168,1336852070,1336855954,1,68,1,1494,0,0,0
389,1337077904,Hi,0,43,1337077904,1337650056,2,11,3,1514,0,0,0
390,1337084031,"Prayer for France.",0,65,1337084031,1337084031,1,16,0,1515,0,0,0
393,1337318842,Hey,0,0,1337318842,1337322378,1,84,1,1525,0,1,0
394,1337327199,"Writings of stuff.",0,56,1337327199,1337468518,1,7,4,1527,0,0,0
396,1337438173,Taste,0,0,1337438173,1337533522,1,35,8,1539,0,0,0
397,1337441220,Butthurt,0,0,1337441220,1337456498,2,84,2,1544,0,0,0
398,1337463846,Hey,0,0,1337463846,1337567831,1,48,9,1555,0,1,0
399,1337463891,hey,0,0,1337463891,1337463891,1,108,0,1556,0,1,0
400,1337471721,"Your avatar and sig",0,161,1337471721,1337473312,1,108,2,1566,0,1,0
401,1337494386,Greetings,0,7,1337494386,1344384121,1,240,12,1570,0,1,0
402,1337661697,"Manifest Destiny in your sig",0,161,1337661697,1337664438,1,2,1,1581,0,1,0
404,1337677106,k,0,0,1337677106,1337731406,1,0,3,1584,0,0,0
406,1337907983,"Your racialism...",0,37,1337907983,1337917707,1,130,4,1597,0,0,0
407,1337919227,"I&#39;ve got a first draft...",0,37,1337919227,1342378094,1,35,2,1602,0,0,0
408,1337975188,Well...,0,37,1337975188,1337986556,1,164,8,1604,0,0,0
409,1338048927,Article,0,0,1338048927,1340681976,1,35,10,1616,0,0,0
410,1338084232,"The Jews",0,158,1338084232,1338230228,2,37,2,1617,0,0,0
411,1338086236,"You don&#39;t seem to post anymore.",0,161,1338086236,1338214847,1,205,1,1619,0,1,0
412,1338261020,"raza aria",0,146,1338261019,1338261019,2,44,0,1627,0,0,0
413,1338700825,"Memorial Day ",0,108,1338700825,1338701032,1,130,1,1629,0,0,0
414,1338758416,Hi,0,114,1338758413,1338758413,2,84,0,1631,0,0,0
417,1338811126,"National Syndicalism",0,35,1338811126,1338812983,1,91,1,1640,0,1,0
418,1338941485,Question,0,208,1338941485,1339933871,1,1,3,1652,0,0,0
419,1338994829,"&quot;Left-side NS&quot;",0,161,1338994829,1338994829,1,125,0,1654,0,1,0
420,1339091375,Hi,0,261,1339091375,1339109807,2,255,5,1655,0,0,0
421,1339231966,Skype,0,8,1339231966,1341003445,1,130,6,1661,0,0,0
422,1339232016,"Long time",0,8,1339232016,1345334213,2,37,10,1662,0,0,0
423,1339392914,"My answer to your question.",0,72,1339392914,1339425880,1,161,1,1672,0,0,0
424,1339497497,Hola,0,0,1339497497,1339520537,2,44,1,1676,0,0,0
425,1339551970,youtube,0,0,1339551970,1339556103,1,2,1,1678,0,1,0
426,1339586841,"Iron Youth Radio",0,101,1339586841,1339589046,2,2,1,1680,0,0,0
427,1339618126,Curious,0,246,1339618126,1340409015,1,16,11,1682,0,0,0
429,1339669303,"Fascap as a cartoon character&#33; ",0,72,1339669303,1339687824,1,261,5,1685,0,1,0
430,1339692071,"Hi there&#33;",0,0,1339692071,1339693134,1,132,2,1691,0,0,0
431,1339692433,Hi,0,0,1339692433,1339695069,2,4,1,1692,0,0,0
432,1339694087,Intro,0,0,1339694087,1339694087,1,16,0,1695,0,0,0
434,1339744356,Hello,0,0,1339744356,1339774588,2,246,2,1698,0,0,0
435,1339790979,Thanks,0,0,1339790979,1339793712,2,246,1,1701,0,0,0
436,1339944985,"Topic was locked",0,158,1339944985,1339944985,2,263,0,1705,0,0,0
437,1339978662,Warning,0,49,1339978661,1339978661,1,84,0,1710,0,1,0
438,1340030732,Nietzsche,0,67,1340030732,1340030732,1,272,0,1711,0,1,0
439,1340030886,"Capitalism and Nationalism",0,0,1340030886,1340030886,2,191,0,1712,0,0,0
440,1340062672,"Nice job",0,8,1340062672,1340062672,2,84,0,1714,0,0,0
441,1340082793,"a question concerning your political party",0,0,1340082793,1340108322,1,7,5,1716,0,0,0
442,1340145136,"Just to keep you in the know",0,4,1340145136,1348914504,2,240,21,1730,0,0,0
443,1340200692,"Zwart Front",0,91,1340200692,1340206575,2,13,2,1734,0,0,0
444,1340212943,"Ho Chi Minh",0,0,1340212943,1346971043,2,72,18,1737,0,0,0
