follow_id,follow_app,follow_area,follow_rel_id,follow_member_id,follow_is_anon,follow_added,follow_notify_do,follow_notify_meta,follow_notify_freq,follow_notify_sent,follow_visible,follow_index_id
be602617edf68f4a1bf885bd69ab543e,forums,topic,147,12,0,1317151851,1,147,daily,1511158696,1,189451
6f0b75b511f2f2336d517f3010d8ef8c,forums,topic,157,12,0,1317316683,1,157,daily,1511158696,1,189441
b2519894996a6705c5ed51fbe55e7e61,forums,topic,169,12,0,1317666152,1,169,daily,1511158696,1,189431
ef293fb213bbde08eaf4814216e6ce8f,forums,topic,171,12,0,1317667761,1,171,daily,1511158696,1,
515174cbf5ec97b499c04da9cd4b54cb,forums,topic,172,12,0,1317708508,1,172,daily,1511158696,1,
a1a94e2cb8123beb0919ebba07402075,forums,topic,174,12,0,1317755562,1,174,daily,1511158696,1,
0d4268077052111a432ddf93435accd9,forums,topic,177,12,0,1317839832,1,177,daily,1511158696,1,
ebda80b32241f03dbdd502d02f2f9d9c,forums,topic,11,12,0,1317845929,1,11,daily,1511158696,1,189560
be4c4c6874c7604b329568c0ce41ea64,forums,topic,193,12,0,1317932829,1,193,daily,1511158696,1,189417
1b7d1b2244cc5c9f9506a621769cac1c,forums,topic,191,12,0,1317933292,1,191,daily,1511158696,1,189419
779e9b2a4cac0aa22d97525b944988fa,forums,topic,194,12,0,1317935115,1,194,daily,1511158696,1,189416
498c358450e1a9967c7e4c96c1893dd9,forums,topic,153,12,0,1318072801,1,153,daily,1511158696,1,189445
9625d45e67899ef267362dadd02aa281,forums,topic,216,12,0,1318442488,1,216,daily,1511158696,1,189396
917af4d01f7c2d336f301f45f9ef7645,forums,topic,196,12,0,1318873058,1,196,daily,1511158696,1,189414
c4e4d07da34ee54268394539aad55258,forums,topic,227,12,0,1318873746,1,227,daily,1511158696,1,189385
101a3ed1a588477013d972bfac3a5820,forums,topic,242,12,0,1319214166,1,242,daily,1511158696,1,189370
6d0bb8f52bee6ba57a8dbc2e710ee14a,forums,topic,243,12,0,1319302973,1,243,daily,1511158696,1,189369
997d9702b78021d8c910f0bc9df49d93,forums,topic,233,12,0,1319303380,1,233,daily,1511158696,1,189379
46fad9c80161a428709781f950d9a12e,forums,topic,7237,9353,0,1484162407,1,"",immediate,1484453284,1,183378
9ea54ce3a8e8b7fb6f3ced1bf05bcea4,forums,topic,250,12,0,1319631430,1,250,daily,1511158696,1,189362
d021e00d6bc007b74e2ea7e04616abff,forums,topic,251,12,0,1319632039,1,251,daily,1511158696,1,189361
335ee6ebcfde43bf61a7fe4d13119bf6,forums,topic,214,12,0,1319635600,1,214,daily,1511158696,1,189398
bf93340a51c5da4e60a95ad9813cc78f,forums,topic,261,12,0,1319971389,1,261,daily,1511158696,1,189354
9400b3f77a12fd749c36461e0be8bdee,forums,topic,158,12,0,1319991905,1,158,daily,1511158696,1,189440
a99a6d528a56fe8a400d15646b686ed2,forums,topic,272,67,0,1320200622,1,272,immediate,1458844770,1,189343
e3d1a37ef221dcc1f049a405a9a1a7f8,forums,topic,274,67,0,1320268194,1,"",immediate,1458844770,1,189341
40ffe7b2a0a11f2648d89b03bebd0500,forums,topic,275,67,0,1320269183,1,275,immediate,1458844770,1,189340
b4fa58fb28258cd6b350e661171a389c,forums,topic,24,67,0,1320278555,1,24,immediate,1458844770,1,189552
d1931e3571440d763c9a52efa12759e7,forums,topic,273,67,0,1320287778,1,273,immediate,1458844770,1,189342
b9e41fe654a3713aac48e23b098e6c8f,forums,topic,290,67,0,1320615892,1,290,immediate,1458844770,1,189325
5ac72fc6c49310efd5de3b7c609630b4,forums,topic,291,67,0,1320633772,1,291,immediate,1458844770,1,189324
a55f7b46a4b753b8b5dbfbcb35feaeef,forums,topic,295,67,0,1320776511,1,295,immediate,1458844770,1,189320
a3b2249ec8c932f13be1b97fdb753364,forums,topic,298,67,0,1320812734,1,298,immediate,1464907574,1,189317
44f34da220b6f66787f0163455a3f7c6,forums,topic,303,67,0,1320959939,1,303,immediate,1458844770,1,189312
c31e35179c53d97d171e0349db72ff5f,forums,topic,196,67,0,1320976475,1,196,immediate,1458844770,1,189414
c52d6eaeca37b33bc74170d91dfc8dc8,forums,topic,313,67,0,1321306879,1,313,immediate,1458844770,1,189302
26984d5bb6af20773ecd60f8a277796e,forums,topic,159,67,0,1321670643,1,159,immediate,1458844770,1,189439
4a58cb73779f35929a10bce2cc886a73,forums,topic,322,67,0,1321716486,1,322,immediate,1458844770,1,189293
0da10f3c94af80d0168bb7fdb80bb43e,forums,topic,7241,13532,0,1484371170,1,"",immediate,1484380550,1,183374
a7b39bb0be9e0b0056db9ce019712754,forums,topic,7240,13834,0,1484365448,1,"",immediate,1484581748,1,183375
22b076dbe60ce535c9e248c2118700a7,forums,topic,7237,13119,0,1484354563,1,"",immediate,1484453284,1,183378
553e328e0a5024bb42b155a1a3cab476,forums,topic,323,67,0,1321814166,1,323,immediate,1458844770,1,189292
c9dd750f378d7eb47e5c813e3fdd605f,forums,topic,325,67,0,1321814745,1,325,immediate,1458844770,1,189290
ac513d4591c6d251fbb1de63e835952f,forums,topic,324,67,0,1321820204,1,324,immediate,1458844770,1,189291
3686bdce25b1f182964369e2f676064e,forums,topic,234,67,0,1321841197,1,234,immediate,1458844770,1,189378
97c5cda54f7b1fdd7b3ffc0f6e98976e,forums,topic,326,67,0,1322015328,1,326,immediate,1458844770,1,189289
a604e4f7ec3f67c0547a3580cc34c311,forums,topic,6287,13532,0,1484347513,1,"",immediate,1510373389,1,
49d894eaebfd9985541b07c5437b024f,forums,topic,3751,13834,0,1484315504,1,"",immediate,1510618586,1,
9a52614a2c18fbd5f30f02a195895b0e,forums,topic,327,67,0,1322088758,1,327,immediate,1458844770,1,189288
97a22ec0206affd69642542712233788,calendar,calendar,5,13834,0,1484268111,1,"",immediate,1509637879,1,
5f09bda2ccbc28b94ab56897ff2ada1b,forums,topic,7117,13834,0,1484225036,1,"",immediate,1501446221,1,183495
17e409a0223fb9710d2e0be551be480d,forums,topic,122,67,0,1322255114,1,122,immediate,1458844770,1,189472
3142008397cd3ee2ab6f2a37dd253471,forums,topic,334,67,0,1322418102,1,334,immediate,1458844770,1,189281
65bdb105a8b12b83fb3a813622c73c82,forums,topic,44,67,0,1322431613,1,44,immediate,1458844770,1,189537
f9e245c1a14d4ec425230ed5be8b1829,forums,topic,338,67,0,1322432055,1,338,immediate,1458844770,1,189277
353606b2ed5a67f41e5a170fc5a04478,forums,topic,339,67,0,1322514509,1,339,immediate,1458844770,1,189276
56698505c2d11125ab336e7d2a3d6c55,forums,topic,60,67,0,1322516062,1,60,immediate,1458844770,1,
40b8ca59b7efe4641dc2329db7986a0f,forums,topic,342,67,0,1322532102,1,342,immediate,1458844770,1,189273
d3391b2c4dc4c39b5a68fe79b245dd0e,forums,topic,346,67,0,1322600713,1,346,immediate,1472099180,1,
1f16ddfca7df0a356fa08885f1434788,forums,topic,348,67,0,1322622479,1,348,immediate,1458844770,1,
0caa7e6527a3c182e02e66e4f0373965,forums,topic,98,67,0,1322689073,1,98,immediate,1458844770,1,189489
ff32ba5661d53bbbb0938b428ca2618d,forums,topic,242,67,0,1322690543,1,242,immediate,1458844770,1,189370
a342ed951c9f8a2186ac9c8e6df08ffa,forums,topic,350,67,0,1322690757,1,350,immediate,1458844770,1,
1c257835e21037ba93cc1630b03c228b,forums,topic,7237,13532,0,1484195215,1,"",immediate,1484453284,1,183378
b10ea6a51c0830d7c2d5b34364d3f301,forums,topic,6024,13308,0,1484191597,1,"",immediate,1484256477,1,184405
e6bc1864e7b0fb816fe67d83014f14ea,forums,topic,1454,13834,0,1484189876,1,"",immediate,1500752084,1,188335
8634c276d4f6a472787d267cde2c6e39,forums,topic,354,84,0,1322973705,1,354,immediate,1458844770,1,189266
5b59b0f00f4424f44ac8a82754891e87,forums,topic,336,84,0,1322991310,1,336,immediate,1458844770,1,189279
625e55a903f850756dd20d498978e553,forums,topic,7237,13834,0,1484189541,1,"",immediate,1484453284,1,183378
56854660d6310c0f740d2227259a2708,forums,topic,7237,13771,0,1484189158,1,"",immediate,1484453284,1,183378
eca1c7d9d0f14775462a54124d481e3c,forums,topic,1454,13771,0,1484187855,1,"",immediate,1500752084,1,188335
711c6fa8b0aaf32962349f5ffc35b721,forums,topic,86,67,0,1323034740,1,86,immediate,1458844770,1,189501
489b0fc1ec52cef83f697f37da113011,forums,topic,367,67,0,1323624817,1,367,immediate,1458844770,1,189257
5a36d50944ff95949a2770e3e9b026fe,forums,topic,372,67,0,1323833766,1,372,immediate,1458844770,1,189254
33e37de102ffdb0bd421032909d4f56b,forums,topic,375,67,0,1323913142,1,375,immediate,1458844770,1,189251
371233b7dc0fd3b42ebcd62c50499a6f,forums,topic,376,67,0,1323913372,1,376,immediate,1458844770,1,189250
8a80ee10f25cf4b0a9b562bb931ce823,forums,topic,382,89,0,1323989116,1,382,immediate,1458844770,1,189244
27925a2450b3ec78fd6b1db6b714f2f9,forums,topic,383,89,0,1324048411,1,"",immediate,1458844770,1,189243
869f69d5d66ff4f7d44fabe2c9aabbcf,forums,topic,387,89,0,1324061924,1,"",immediate,1458844770,1,189239
719cdff2714c1a2dbcdfb25babf50f35,forums,topic,390,67,0,1324147417,1,390,immediate,1458844770,1,189236
c8e6dedede72a56eeb72a5dbc4967fac,forums,topic,396,67,0,1324193300,1,396,immediate,1458844770,1,189230
6d4bc11e837fd2d6fb89bf6713341377,forums,topic,397,67,0,1324243996,1,397,immediate,1458844770,1,189229
164428d949cea0cda9f2a430eca1ed7a,forums,topic,401,67,0,1324328444,1,401,immediate,1458844770,1,
bc2d2459b6cadfbfe1c5d5bfc3062c3e,forums,topic,403,67,0,1324329577,1,403,immediate,1475751935,1,189224
0d037f714f17b55168046aca68eb8516,forums,topic,405,67,0,1324334821,1,405,immediate,1458844770,1,189222
dcd1a3bfc3acc968da8eab94ceedc5aa,forums,topic,407,67,0,1324415549,1,407,immediate,1458844770,1,189220
c6d5ad22a8603aff6af8281e9b2ac3fc,forums,topic,408,67,0,1324415846,1,408,immediate,1458844770,1,
2180041035a344aa6e39ae2c18c41911,forums,topic,408,44,0,1324428496,0,"",immediate,1458844770,1,
fb6235404c92c644c64436d0651b140d,forums,topic,411,67,0,1324504046,1,411,immediate,1458844770,1,189217
af2215b6fc22a721c6180e699ec51ba9,forums,topic,413,67,0,1324522803,1,413,immediate,1458844770,1,189215
618d4434fb7a664ae9a7e6df12bdf3d0,forums,topic,412,89,0,1324565741,1,"",immediate,1458844770,1,189216
8083470da38a5fdbbb6eb81e98a320c1,forums,topic,420,67,0,1324672105,1,420,immediate,1458844770,1,
9b98e2b6e32525a8e7968864ff4778d9,forums,topic,421,89,0,1324674894,1,"",immediate,1458844770,1,
c1253c61cd9f89a234ff8a66c999b1f9,forums,topic,423,67,0,1324685664,1,423,immediate,1458844770,1,189208
6c1c41c30ccec69c2edc1cc6a027e494,forums,topic,427,67,0,1324745548,1,427,immediate,1458844770,1,189204
408470e9393520e2f49aa953c7c65fb7,forums,topic,431,67,0,1324847504,1,431,immediate,1458844770,1,189200
ad29d9aa9c50a2c74adddbf00c594fa4,forums,topic,429,67,0,1324866837,1,429,immediate,1458844770,1,189202
eba28f7e99f46f8a3f5501599c8c3e19,forums,topic,435,67,0,1324944192,1,435,immediate,1458844770,1,189196
b0d63e0e78a2f33841525379e22b5bb5,forums,topic,438,67,0,1325099369,1,438,immediate,1458844770,1,189193
3ee25ecdf0493f72ea33d508902c6663,forums,topic,440,67,0,1325122486,1,440,immediate,1458844770,1,189191
ce8f1a9a86f3d0bac1e0aba6dd86784a,forums,topic,545,67,0,1325189372,1,442,immediate,1460854948,1,189087
2d28e19e5c08d94d9b4ddc73cc4948ad,forums,topic,213,67,0,1325214701,1,213,immediate,1458844770,1,189399
2305e3fc2b69dffb4a03cc07082f02ea,forums,topic,447,67,0,1325362713,1,447,immediate,1458844770,1,189184
e7d271d22c61117c95083c11dedd8085,forums,topic,449,67,0,1325451069,1,449,immediate,1458844770,1,189182
6dd51fd9b8f4039b5980fd772440d376,forums,topic,450,67,0,1325455478,1,450,immediate,1458844770,1,189181
030139bd6d66aae36bdfae22ac664e3f,forums,topic,451,67,0,1325458009,1,451,immediate,1458844770,1,189180
89477db273faf2dd7128c670087629e1,forums,topic,22,67,0,1325466035,1,22,immediate,1494048929,1,
758b35f5babdd9d0d5b43535215d2651,forums,topic,11,67,0,1325536079,1,11,immediate,1510969783,1,189560
9117de9f915550a09db7a9da927b9bde,forums,topic,311,67,0,1325625741,1,311,immediate,1458844770,1,189304
98956cd3f8a79d50c217009dc1bf04a2,forums,topic,453,67,0,1325723041,1,453,immediate,1458844770,1,189178
07c3679939674dffc7d5bc77e8218e9b,forums,topic,454,67,0,1325724156,1,454,immediate,1458844770,1,189177
98006bb055080fadf138498fcf25c120,forums,topic,456,101,0,1325771311,1,456,immediate,1458844770,1,189175
4d98f78f1b4b0e1d85159303a2971b8c,forums,topic,453,100,0,1325773751,1,"",immediate,1458844770,1,189178
cf611966e2409d11c5b1d44f7da35f11,forums,topic,456,67,0,1325785884,1,456,immediate,1458844770,1,189175
f7c112eafee8e1d3158af8eea81241fc,forums,topic,159,101,0,1326141540,1,"",immediate,1458844770,1,189439
7e9f303d5f495375562448405b49cf05,forums,topic,462,67,0,1326228961,1,462,immediate,1458844770,1,189169
eba2e395298b46af8e287f51c550f905,forums,topic,34,67,0,1326230373,1,34,immediate,1511218343,1,189546
490a8f5f4e8387cf16cba322d08c3a4e,forums,topic,463,67,0,1326243241,1,463,immediate,1458844770,1,189168
6a08fff703da0cceed0e93237b814d50,forums,topic,466,67,0,1326401690,1,466,immediate,1504992337,1,189165
8c71b7cf1b5ee136cdfcf6c0eb271f2e,forums,topic,468,67,0,1326501509,1,468,immediate,1458844770,1,189163
7866236e9f5e69062d72b5282b2ddc19,forums,topic,476,67,0,1326749993,1,476,immediate,1458844770,1,189155
bd7092db3833bf36ba4ed87b037ad8f5,forums,topic,479,67,0,1326769935,1,479,immediate,1458844770,1,189152
c9c091104bd78a65446dfbf9b73463fe,forums,topic,489,67,0,1326920100,1,489,immediate,1458844770,1,189142
2df8afdaabd7ec5df8030bcc5b5061bd,forums,topic,482,67,0,1326921078,1,482,immediate,1458844770,1,189149
b0a1e4dc3d94dbb68f4bb71b4309e48c,forums,topic,499,67,0,1327439709,1,499,immediate,1458844770,1,189132
56ffd5b61e1d21bc318ae0f69d3b61cc,forums,topic,395,67,0,1327612996,1,395,immediate,1458844770,1,189231
a9a49e5287fc5a5bff44268d33e506c0,forums,topic,506,67,0,1327636250,1,506,immediate,1458844770,1,189125
0ec5bba62a0afc2f5894899ac47e2cac,forums,topic,509,67,0,1327697436,1,509,immediate,1458844770,1,189122
15f3ba2ae64dd414472a509571ed7e3b,forums,topic,510,67,0,1327760677,1,510,immediate,1458844770,1,189121
8bb421c879a03c0ec76b9a16a1477970,forums,topic,511,67,0,1327760963,1,511,immediate,1458844770,1,
9fbb3a58edfaa6107dfc424cea13c3e1,forums,topic,512,67,0,1327763443,1,512,immediate,1458844770,1,189120
6f62c44599369cfb909544a322d9d4b8,forums,topic,513,67,0,1327854297,1,513,immediate,1458844770,1,189119
dfe75af2f03d3593822e5afd916e8f25,forums,topic,522,67,0,1328042818,1,522,immediate,1458844770,1,189110
0503a3732520da03a1407766717964d0,forums,topic,524,67,0,1328131836,1,524,immediate,1458844770,1,189108
649e27ab4dd496c49ad3fc55fdc530c3,forums,topic,541,67,0,1328314305,1,541,immediate,1458844770,1,189091
1fb03dd07c3f14e115d97039967fff11,forums,topic,52,131,0,1328321948,1,52,immediate,1510000393,1,189532
8193fca6e29bd0a6b0886cfcfe9ff509,forums,topic,531,131,0,1328374790,1,531,immediate,1458844770,1,189101
c62e86761f8a93cd27d87c58158884d1,forums,topic,546,67,0,1328387886,1,546,immediate,1458844770,1,189086
9d7ba96eba33cb11b51f406411acb64b,forums,topic,549,131,0,1328402523,1,549,immediate,1458844770,1,189083
35e623e46d5bf7e3fadcc7c8ad4156f1,forums,topic,549,67,0,1328403403,1,549,immediate,1458844770,1,189083
b2e6e479b356e173929a0e7e7e528da7,forums,topic,153,131,0,1328450063,1,153,immediate,1497418552,1,189445
f47bc8ada1b64535cc9b3b4007961ead,forums,topic,552,67,0,1328478399,1,552,immediate,1458844770,1,189080
e88cbaaaafbf1b5246ff1b6f82040c20,forums,topic,552,131,0,1328479331,1,552,immediate,1458844770,1,189080
6edbe23e2790de5486fd57531614ba2d,forums,topic,550,131,0,1328485699,1,550,immediate,1458844770,1,189082
feba1a6a9098f51602dc139d65de2cbd,forums,topic,554,67,0,1328497490,1,554,immediate,1458844770,1,189078
645bc1d8722cc56e9c1e273ef4e2d9bc,forums,topic,557,67,0,1328647815,1,557,immediate,1458844770,1,189075
2679c04be8b842d48614d39f7f72f2fa,forums,topic,562,67,0,1328739289,1,562,immediate,1458844770,1,189070
e9f016acb0939e87e7a5562368504e3b,forums,topic,562,143,0,1328749733,1,562,immediate,1458844770,1,189070
38ea3221d163754cf749ad38761429db,forums,topic,565,131,0,1328822045,1,565,immediate,1458844770,1,189067
83d9e442a198145c5544f45717b559bd,forums,topic,565,67,0,1328827073,1,565,immediate,1458844770,1,189067
4f9f65072336e1e68127b94309f7015f,forums,topic,416,131,0,1328836069,1,416,immediate,1511235685,1,
9f5038edfd19c024ff97223513acc910,forums,topic,565,143,0,1328845985,1,565,immediate,1458844770,1,189067
63c3d3562b1be7c0c518475970d4121b,forums,topic,576,143,0,1328895857,1,576,immediate,1502838786,1,189056
6c1610cd2b394d3b831f181910010501,forums,topic,575,67,0,1328896261,1,575,immediate,1458844770,1,189057
e1f6402fcbb64cca127bbc190cc6d084,forums,topic,291,143,0,1328918532,1,291,immediate,1458844770,1,189324
e886b1025b715259383759ca85a86bcb,forums,topic,570,131,0,1328925954,1,570,immediate,1458844770,1,189062
f6e4be2d633ceb11dc0806e4b9be6b56,forums,topic,581,67,0,1328934343,1,581,immediate,1458844770,1,189051
5f04ff1523438703e258632e59f40c2d,forums,topic,587,67,0,1328983831,1,587,immediate,1458844770,1,189045
bf8c7012f16b62cd25914268ad45492e,forums,topic,588,67,0,1328984895,1,588,immediate,1458844770,1,189044
bc3b81566b320123a63faae15fd01bad,forums,topic,591,150,0,1328991611,1,591,immediate,1458844770,1,189041
335dfb25bfaa2669357c2bf855136008,forums,topic,593,143,0,1329007448,1,593,immediate,1458844770,1,189039
c77dca0be4e56ed6f4a47fe39bb3f68f,forums,topic,593,67,0,1329010498,1,593,immediate,1458844770,1,189039
f68c847c4965957c27cc99b14f00d5d4,forums,topic,591,67,0,1329028533,1,591,immediate,1458844770,1,189041
906dd6c65b721eb614be9ac8ed83cafc,forums,topic,525,150,0,1329073070,1,525,immediate,1458844770,1,189107
0f7e925a801bfd4670ee3cd74b96641c,forums,topic,596,150,0,1329086995,1,596,immediate,1458844770,1,189036
d439785c8db253c7b91d0dbf8c75bdd5,forums,topic,598,67,0,1329177010,1,598,immediate,1458844770,1,189034
3650754188adaceb8fb5bdde3a0f8cd3,forums,topic,599,67,0,1329178217,1,599,immediate,1458844770,1,189033
965e21c344ba8b5136817ef9e9b45633,forums,topic,594,67,0,1329186761,1,594,immediate,1458844770,1,189038
3b30963c0a1ad2410083f8b336d1fa88,forums,topic,600,67,0,1329189406,1,600,immediate,1458844770,1,189032
8a10681c67c8e93196399e24dd4a43e7,forums,topic,601,67,0,1329191627,1,601,immediate,1458844770,1,189031
32304b72ee3ff316697888390a7d824b,forums,topic,602,150,0,1329354294,1,602,immediate,1458844770,1,189030
65e402ced36044c3be4ed615a9cd9a10,forums,topic,6162,143,0,1329354546,1,605,immediate,1501637602,1,184294
3eab55d15685c82a922d370522e8e757,forums,topic,606,67,0,1329354618,1,606,immediate,1458844770,1,189026
a17dbe45c13734990a730575e11c5666,forums,topic,604,143,0,1329354951,1,604,immediate,1458844770,1,189028
f67c247d3daa7176add8245d2f35e5fe,forums,topic,6162,67,0,1329355194,1,605,immediate,1501637602,1,184294
2f5c8e3f73eccd33529e10afd46b061d,forums,topic,215,67,0,1329357914,1,215,immediate,1458844770,1,189397
e97cf70d980b19c4f67f886be5b5d1e5,forums,topic,159,143,0,1329465474,1,159,immediate,1458844770,1,189439
7791b43aa175e80f8ff0c2407cbefb2b,forums,topic,608,150,0,1329526290,1,608,immediate,1479011009,1,189024
6470138f07574d1b6b3591f310229b93,forums,topic,609,67,0,1329535618,1,609,immediate,1458844770,1,189023
fd98cf51d1d0af706eae156640893d54,forums,topic,609,143,0,1329537345,1,609,immediate,1458844770,1,189023
6dc20532697d29ad5c91eba37a6fd50e,forums,topic,336,67,0,1329601367,1,336,immediate,1458844770,1,189279
91b4ad6e17c5141b84d88c024c946025,forums,topic,611,67,0,1329603081,1,611,immediate,1458844770,1,189022
30f473b1718aa3e3841e815fead77ed9,forums,topic,612,67,0,1329628486,1,"",immediate,1458844770,1,189021
a53b6708ab3379ecc1315ae798276510,forums,topic,613,67,0,1329675068,1,613,immediate,1458844770,1,189020
19a66009fac5e2e0b2100f0c281065b4,forums,topic,614,67,0,1329683875,1,614,immediate,1458844770,1,189019
16eae78d538c6f08fedda7e167d6a8d2,forums,topic,616,67,0,1329741053,1,616,immediate,1458844770,1,189017
207003b083ec57c7026991fc6d0caa1c,forums,topic,620,67,0,1329772820,1,620,immediate,1458844770,1,189013
abf377f339cf5f4d2afc060c381a5d9f,forums,topic,621,67,0,1329797830,1,621,immediate,1458844770,1,189012
a334afb30aa0062e6abf59d07d03892c,forums,topic,622,67,0,1329873175,1,622,immediate,1458844770,1,189011
8a323612e1f94fef64e062b4a1f6866d,forums,topic,625,67,1,1329878612,0,"",immediate,1458844770,1,
df7f547c9a88299240104fe751fe86d3,forums,topic,631,143,0,1329940579,1,631,immediate,1458844770,1,189005
553f154ff9ce3a50313bebe16d3fec11,forums,topic,631,67,0,1329943813,1,631,immediate,1458844770,1,189005
1f304aa1b0ce9dd8685047b7c6df3882,forums,topic,634,67,0,1330049871,1,634,immediate,1458844770,1,
0287fc576375fc664aa4cef414800c5e,forums,topic,640,67,0,1330125253,1,640,immediate,1458844770,1,189003
c7d76b322d7471b5434d8808f2f5bda7,forums,topic,647,67,0,1330276622,1,647,immediate,1458844770,1,188999
93fc349fac0672df6c7f78952b509973,forums,topic,653,67,0,1330315471,1,653,immediate,1458844770,1,
844ba198324f32c4f44294742848f066,forums,topic,661,67,0,1330490984,1,661,immediate,1458844770,1,
9770f28f13bbd0e8db9e546dd8313170,forums,topic,663,67,0,1330554389,1,663,immediate,1458844770,1,188985
19a6e8ffe653bd11b7b569cef4a78af9,forums,topic,664,67,0,1330562857,1,664,immediate,1458844770,1,
4e262f2c9c96cbc09f7b0b3337844b50,forums,topic,670,143,0,1330804437,1,670,immediate,1458844770,1,
15214d379136c3eb6ca1ab3a467062ba,forums,topic,674,67,0,1330811886,1,674,immediate,1492527610,1,188980
7089ef092c77525b343760dd9f0796eb,forums,topic,102,67,0,1330905747,1,102,immediate,1487031481,1,
680ede7e681d19c136df67d4051bff42,forums,topic,677,143,0,1330913592,1,677,immediate,1458844770,1,188977
61225d3d4f11fcb61b02cd576b691854,forums,topic,678,143,0,1330984350,1,678,immediate,1458844770,1,188976
95cd232131e81babc0c94e2245ffc884,forums,topic,678,67,0,1330985416,1,678,immediate,1458844770,1,188976
dc64fd8bd3f2336a27ad58e3987af870,forums,topic,683,67,0,1331059815,1,683,immediate,1458844770,1,188971
537fc68fdfba43af776866959ede461c,forums,topic,682,67,0,1331059953,1,682,immediate,1458844770,1,188972
1a605f8251657b6a716b3e55ae57acb7,forums,topic,682,143,0,1331081859,1,682,immediate,1458844770,1,188972
1c8632c6ea1289e0e03877e7a6de564f,forums,topic,685,168,0,1331097791,0,"",immediate,1458844770,1,188969
c6a913ef02e459b08162500bd3b07352,forums,topic,688,67,0,1331149229,1,688,immediate,1458844770,1,188966
5af36cccf857ad55a6feb90a6db2a3ea,forums,topic,692,67,0,1331263138,1,692,immediate,1458844770,1,
1d76a516a8c52653a18d25a6b8ae29e3,forums,topic,691,143,0,1331283353,1,691,immediate,1458844770,1,
89c459dbf812502ae34070812bec1eec,forums,topic,694,67,0,1331317616,1,694,immediate,1458844770,1,188965
752149c7a6ee402ff1ab26971e204ee3,forums,topic,694,143,0,1331325968,1,694,immediate,1458844770,1,188965
c3fdb67b6858fb6f997e2055148d507d,forums,topic,695,143,0,1331326747,1,695,immediate,1458844770,1,188964
1f692db987ffbc433f8e7315677c01bb,forums,topic,672,67,0,1331335992,1,672,immediate,1458844770,1,
847fd3f147c524112cfaf902c84b6a21,forums,topic,696,67,0,1331400555,1,696,immediate,1458844770,1,
0a3aa4d3c8d145f43ee69139062e9376,forums,topic,416,67,0,1331402587,1,"",immediate,1511235685,1,
