tag_id,tag_aai_lookup,tag_aap_lookup,tag_meta_app,tag_meta_area,tag_meta_id,tag_meta_parent_id,tag_member_id,tag_added,tag_prefix,tag_text
42,4880d94987fbc93789d7913495fa849f,c4c1133b6d24419297c32352db8cbc2b,forums,forums,296,151,56,1320794690,0,Serbia
43,4880d94987fbc93789d7913495fa849f,c4c1133b6d24419297c32352db8cbc2b,forums,forums,296,151,56,1320794690,0,Yugoslavia
44,4880d94987fbc93789d7913495fa849f,c4c1133b6d24419297c32352db8cbc2b,forums,forums,296,151,56,1320794690,0,ZBOR
45,4880d94987fbc93789d7913495fa849f,c4c1133b6d24419297c32352db8cbc2b,forums,forums,296,151,56,1320794690,0,SDK
46,4880d94987fbc93789d7913495fa849f,c4c1133b6d24419297c32352db8cbc2b,forums,forums,296,151,56,1320794690,0,Anti-communism
47,4880d94987fbc93789d7913495fa849f,c4c1133b6d24419297c32352db8cbc2b,forums,forums,296,151,56,1320794690,0,Agrarianism
52,1a014857628afd99700a0410b5458cf9,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,301,62,68,1320863987,0,"biological weapons"
53,1a014857628afd99700a0410b5458cf9,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,301,62,68,1320863987,0,weapons
54,1a014857628afd99700a0410b5458cf9,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,301,62,68,1320863987,0,documentary
55,1a014857628afd99700a0410b5458cf9,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,301,62,68,1320863987,0,"germ warfare"
56,1a014857628afd99700a0410b5458cf9,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,301,62,68,1320863987,0,"biological warfare"
62,0a9cfd011d7c9ba2ecc68fe32ea7379e,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,196,88,62,1320944912,0,"The 1%"
63,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,documentary
64,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,duel
65,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,timewatch
66,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,bbc
67,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,"james landale"
68,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,kirkcaldy
69,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,fife
70,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,honor
71,ea057734828f46506d63b7d489141d99,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,306,62,68,1321055423,0,honour
72,f2d9c9181dd47141b387ed25d95a6103,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,311,62,68,1321243244,0,"Ernst Jünger"
73,f2d9c9181dd47141b387ed25d95a6103,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,311,62,68,1321243244,0,documentary
74,f2d9c9181dd47141b387ed25d95a6103,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,311,62,68,1321243244,0,paris
75,f2d9c9181dd47141b387ed25d95a6103,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,311,62,68,1321243244,0,wwii
76,f2d9c9181dd47141b387ed25d95a6103,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,311,62,68,1321243244,0,"World War II"
77,95bece0412e616b7a9797f09f8a0b433,964b8b0a533a4160c095e0897aba46f7,forums,forums,324,62,68,1321769056,0,"Werner Sombart"
78,ec6704f1722c2528f72ac5ac7a173e23,ed58c3dca07b3b5be3f028f268ec07b6,forums,forums,327,75,35,1321965018,0,"social credit"
79,ec6704f1722c2528f72ac5ac7a173e23,ed58c3dca07b3b5be3f028f268ec07b6,forums,forums,327,75,35,1321965018,0,"debt cycle"
80,ec6704f1722c2528f72ac5ac7a173e23,ed58c3dca07b3b5be3f028f268ec07b6,forums,forums,327,75,35,1321965018,0,economics
81,ec6704f1722c2528f72ac5ac7a173e23,ed58c3dca07b3b5be3f028f268ec07b6,forums,forums,327,75,35,1321965018,0,"fractional reserve banking"
86,49f0aabee7caac9fd601bd3333c05b8c,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,254,38,2,1322469331,0,Monarchy
87,49f0aabee7caac9fd601bd3333c05b8c,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,254,38,2,1322469331,0,Britain
88,479c6f537e2960df47dff75db85e98e6,e88f543d0547e022b8cba311a6b610b3,forums,forums,355,60,2,1322990505,0,"Jehovahs Witnesses"
89,479c6f537e2960df47dff75db85e98e6,e88f543d0547e022b8cba311a6b610b3,forums,forums,355,60,2,1322990505,0,"Bible Students"
90,479c6f537e2960df47dff75db85e98e6,e88f543d0547e022b8cba311a6b610b3,forums,forums,355,60,2,1322990505,0,Jehovah
103,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,democrazy
104,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,democracy
105,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,"gene sharp"
106,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,revolution
107,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,america
108,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,otpor
109,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,cia
110,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,capitalism
111,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,"liberal democracy"
112,db6b3d9497009c306ccfc06aa838b3d4,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,360,62,68,1323283429,0,liberalism
113,e9735d29a553b087e62b3e3b4043e3c2,956ad2d2939099a2185452a31071f22e,forums,forums,385,75,35,1324015914,0,"James Mason"
114,e9735d29a553b087e62b3e3b4043e3c2,956ad2d2939099a2185452a31071f22e,forums,forums,385,75,35,1324015914,0,"Boyd Rice"
115,e9735d29a553b087e62b3e3b4043e3c2,956ad2d2939099a2185452a31071f22e,forums,forums,385,75,35,1324015914,0,"Blood Axis"
116,e9735d29a553b087e62b3e3b4043e3c2,956ad2d2939099a2185452a31071f22e,forums,forums,385,75,35,1324015914,0,"Bob Larson"
117,e9735d29a553b087e62b3e3b4043e3c2,956ad2d2939099a2185452a31071f22e,forums,forums,385,75,35,1324015914,0,Siege!
118,e9735d29a553b087e62b3e3b4043e3c2,956ad2d2939099a2185452a31071f22e,forums,forums,385,75,35,1324015914,0,Love
119,e9735d29a553b087e62b3e3b4043e3c2,956ad2d2939099a2185452a31071f22e,forums,forums,385,75,35,1324015914,0,Tolerance
120,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,"Joseph Goebbels"
121,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,"National Socialism"
122,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Hitler
123,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Documantaries
124,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Fascism
125,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Experiment
126,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Germany
127,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Europe
128,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Jew
129,294c5a3fb533255ef6015789a20c0d57,652894f9fbf4e40ad44724b0464fd8d6,forums,forums,387,62,89,1324036494,0,Help
137,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,Fascism
138,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,England
139,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,UK
140,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,Britain
141,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,Mosley
142,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,Blackshirts
143,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,Oswald
144,0b299dc51e645bd06c6a2f736973c428,a8ec894f1cd7456aede97242cbe1b6a5,forums,forums,403,148,89,1324325525,0,"British Union of Fascists"
145,addb5e09d2f40ef28cb9279b71d09013,956ad2d2939099a2185452a31071f22e,forums,forums,410,75,35,1324472650,0,Reaktion!
146,addb5e09d2f40ef28cb9279b71d09013,956ad2d2939099a2185452a31071f22e,forums,forums,410,75,35,1324472650,0,"Fascist Journal"
147,addb5e09d2f40ef28cb9279b71d09013,956ad2d2939099a2185452a31071f22e,forums,forums,410,75,35,1324472650,0,"American Fascism"
148,addb5e09d2f40ef28cb9279b71d09013,956ad2d2939099a2185452a31071f22e,forums,forums,410,75,35,1324472650,0,Write
149,70d1c6bfbe69f002ca8347a84e91a393,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,413,88,61,1324521774,0,Syria
150,70d1c6bfbe69f002ca8347a84e91a393,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,413,88,61,1324521774,0,Al-Assad
151,03057331e4ce5433937bb62773cb2d7f,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,444,60,61,1325190794,0,"Night of Long Knives"
152,5d6592bee4ef8712787cabc335db278d,42127c729dd1871f500f9c583c4a30dd,forums,forums,453,60,100,1325722719,0,introduction
153,5e68415375cdd7723fd78a01969b29c8,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,466,106,35,1326376966,0,"return your revolt into style"
154,5e68415375cdd7723fd78a01969b29c8,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,466,106,35,1326376966,0,"iron youth"
155,5e68415375cdd7723fd78a01969b29c8,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,466,106,35,1326376966,0,"iron youth clothes"
156,5e68415375cdd7723fd78a01969b29c8,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,466,106,35,1326376966,0,clothes
157,5e68415375cdd7723fd78a01969b29c8,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,466,106,35,1326376966,0,fatigues
158,5e68415375cdd7723fd78a01969b29c8,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,466,106,35,1326376966,0,camo
159,5e68415375cdd7723fd78a01969b29c8,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,466,106,35,1326376966,0,attire
160,56b94dc87c6a2433db9ab9e9156b6574,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,476,30,65,1326716046,0,"PETA Animal Rights Activism"
161,75c25c15ed3bd71192e69ec1a0587ce3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,498,88,100,1327420037,0,Antisemitism
162,75c25c15ed3bd71192e69ec1a0587ce3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,498,88,100,1327420037,0,Shoa
163,75c25c15ed3bd71192e69ec1a0587ce3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,498,88,100,1327420037,0,Germany
164,75c25c15ed3bd71192e69ec1a0587ce3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,498,88,100,1327420037,0,"Charlotte Knobloch"
165,75c25c15ed3bd71192e69ec1a0587ce3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,498,88,100,1327420037,0,Holocaust
166,75c25c15ed3bd71192e69ec1a0587ce3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,498,88,100,1327420037,0,"Right-wing extremism"
167,75c25c15ed3bd71192e69ec1a0587ce3,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,498,88,100,1327420037,0,"Societal problems"
168,2594328a98949823ea09cb279db2a619,964b8b0a533a4160c095e0897aba46f7,forums,forums,502,62,68,1327547658,0,"Ernst Jünger"
169,2594328a98949823ea09cb279db2a619,964b8b0a533a4160c095e0897aba46f7,forums,forums,502,62,68,1327547658,0,"Jünger"
170,114305c94e1b30a3673eeaccec556abc,964b8b0a533a4160c095e0897aba46f7,forums,forums,503,62,68,1327549814,0,"Ernst Jünger"
171,114305c94e1b30a3673eeaccec556abc,964b8b0a533a4160c095e0897aba46f7,forums,forums,503,62,68,1327549814,0,"Jünger"
173,6aa1f25aaee043bf9c6103b8ab38d5f9,755971d22a41f2b0cdfada68a5683ec7,forums,forums,198,88,1,1327666485,0,"Libya Gaddafi Revolution"
174,f29c5ed52bafa85ad04244a541bc3317,51253f5c665ed2a553bb0ca164d8b500,forums,forums,398,94,1,1327667400,0,Revolution
175,c0edbd67565fc4f20b389f542ca38e93,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,519,75,61,1327989665,0,Robespierre
180,c6d04239b229787812fdfca6fdbb1fc2,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,548,100,134,1328378244,0,"National Socialism"
181,e62fd7d81f0121315c304ee5d611ba7c,51253f5c665ed2a553bb0ca164d8b500,forums,forums,551,75,140,1328468186,0,Kai
182,e62fd7d81f0121315c304ee5d611ba7c,51253f5c665ed2a553bb0ca164d8b500,forums,forums,551,75,140,1328468186,0,Murros
183,e62fd7d81f0121315c304ee5d611ba7c,51253f5c665ed2a553bb0ca164d8b500,forums,forums,551,75,140,1328468186,0,Revolution
184,e62fd7d81f0121315c304ee5d611ba7c,51253f5c665ed2a553bb0ca164d8b500,forums,forums,551,75,140,1328468186,0,national
185,11ed5b5dbbe36211789345dae9b1cd11,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,559,78,61,1328669689,0,"Ezra Pound"
186,3dc463f47d2fbff1054c41fa96795c6b,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,565,99,61,1328767698,0,School
187,b8cb7252b1b9db32ba6f8332be8c7b4e,755971d22a41f2b0cdfada68a5683ec7,forums,forums,584,87,23,1328927395,0,France
188,b8cb7252b1b9db32ba6f8332be8c7b4e,755971d22a41f2b0cdfada68a5683ec7,forums,forums,584,87,23,1328927395,0,Sarkozy
189,b8cb7252b1b9db32ba6f8332be8c7b4e,755971d22a41f2b0cdfada68a5683ec7,forums,forums,584,87,23,1328927395,0,LePen
190,b8cb7252b1b9db32ba6f8332be8c7b4e,755971d22a41f2b0cdfada68a5683ec7,forums,forums,584,87,23,1328927395,0,"far-right news"
191,63b1d01ec45f51a7cef4e090339bcdac,755971d22a41f2b0cdfada68a5683ec7,forums,forums,585,87,23,1328927721,0,Spain
192,63b1d01ec45f51a7cef4e090339bcdac,755971d22a41f2b0cdfada68a5683ec7,forums,forums,585,87,23,1328927721,0,human-rights
193,63b1d01ec45f51a7cef4e090339bcdac,755971d22a41f2b0cdfada68a5683ec7,forums,forums,585,87,23,1328927721,0,anti-fascists
194,5e834798815137405e42c29ad3f9c7d4,0e2cc9595cdd468bc3f1f9e946c8d63b,forums,forums,594,88,65,1329057194,0,"Australia Bob Katter New"
196,efe095de3fedfc291ffa2049abf9be83,c6dbf78127210280895cda9440113396,forums,forums,616,61,68,1329713846,0,suggestion
197,efe095de3fedfc291ffa2049abf9be83,c6dbf78127210280895cda9440113396,forums,forums,616,61,68,1329713846,0,suggestions
200,f29e52a628ebe37a3898d4ba2174faff,755971d22a41f2b0cdfada68a5683ec7,forums,forums,641,88,23,1330136687,0,Multiculturalism
201,f29e52a628ebe37a3898d4ba2174faff,755971d22a41f2b0cdfada68a5683ec7,forums,forums,641,88,23,1330136687,0,UK
202,98484a92244cd19f884d8a700ed4b8ef,755971d22a41f2b0cdfada68a5683ec7,forums,forums,642,87,23,1330137260,0,Greece
203,98484a92244cd19f884d8a700ed4b8ef,755971d22a41f2b0cdfada68a5683ec7,forums,forums,642,87,23,1330137260,0,far-right
204,98484a92244cd19f884d8a700ed4b8ef,755971d22a41f2b0cdfada68a5683ec7,forums,forums,642,87,23,1330137260,0,EU
205,9439cb189912e5213664363746048f26,755971d22a41f2b0cdfada68a5683ec7,forums,forums,643,88,23,1330137714,0,EU
206,9439cb189912e5213664363746048f26,755971d22a41f2b0cdfada68a5683ec7,forums,forums,643,88,23,1330137714,0,Greece
207,181766b285036b2411eba59a01171108,0a99f4e8a497e0dcfdf2834d8d0a83ea,forums,forums,644,60,144,1330205029,0,Pareto
208,181766b285036b2411eba59a01171108,0a99f4e8a497e0dcfdf2834d8d0a83ea,forums,forums,644,60,144,1330205029,0,Sunic
209,40169cde7f7541808e7573d9c003062e,4fbeb3c9ac442b9608a5a7ee84bd1eb5,forums,forums,662,97,61,1330493789,0,Spartacus
210,310541145b708bf03d87d2424f284116,42127c729dd1871f500f9c583c4a30dd,forums,forums,664,60,168,1330562671,0,introduction
211,abdf2e00ef3dca5fd4d1cc7cfa1d1e1b,755971d22a41f2b0cdfada68a5683ec7,forums,forums,665,87,23,1330570977,0,Germany
212,abdf2e00ef3dca5fd4d1cc7cfa1d1e1b,755971d22a41f2b0cdfada68a5683ec7,forums,forums,665,87,23,1330570977,0,far-right
213,fcf9e1d42b7a8e9f814636883ff8b5ad,755971d22a41f2b0cdfada68a5683ec7,forums,forums,666,87,23,1330571244,0,UK
214,fcf9e1d42b7a8e9f814636883ff8b5ad,755971d22a41f2b0cdfada68a5683ec7,forums,forums,666,87,23,1330571244,0,far-right
215,fcf9e1d42b7a8e9f814636883ff8b5ad,755971d22a41f2b0cdfada68a5683ec7,forums,forums,666,87,23,1330571244,0,EDL
216,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Anonymous
217,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Vatican
218,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Pope
219,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Hacktivists
220,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Hackers
221,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Hacking
222,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Catholic
223,aaef5c6f45405712b1ed44d7fffa29d1,755971d22a41f2b0cdfada68a5683ec7,forums,forums,691,88,65,1331254001,0,Church
224,6c2eb3f61fcc464b384b5ec0e7db6b3f,40dcf65c8b8d4efa824a27228b11cad2,forums,forums,698,121,0,1331459735,0,Svensk
225,6c2eb3f61fcc464b384b5ec0e7db6b3f,40dcf65c8b8d4efa824a27228b11cad2,forums,forums,698,121,0,1331459735,0,Stolthet
226,6c2eb3f61fcc464b384b5ec0e7db6b3f,40dcf65c8b8d4efa824a27228b11cad2,forums,forums,698,121,0,1331459735,0,Swedish
227,6c2eb3f61fcc464b384b5ec0e7db6b3f,40dcf65c8b8d4efa824a27228b11cad2,forums,forums,698,121,0,1331459735,0,Pride
228,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,Jews
229,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,Jewish
230,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,Joos
231,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,ZOG
232,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,Skinhead?
233,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,Terrorist
234,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,Four
235,4a1f030dafa31bcdc1a9f7201a526d42,755971d22a41f2b0cdfada68a5683ec7,forums,forums,723,88,101,1332166609,0,Toulouse
236,ea0fe666780cb34028182dbf4a70b7db,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,726,78,84,1332201309,0,Marxism
237,ea0fe666780cb34028182dbf4a70b7db,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,726,78,84,1332201309,0,"Mitt Romney"
238,ea0fe666780cb34028182dbf4a70b7db,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,726,78,84,1332201309,0,Communism
239,ea0fe666780cb34028182dbf4a70b7db,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,726,78,84,1332201309,0,Bolshevism
240,ea0fe666780cb34028182dbf4a70b7db,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,726,78,84,1332201309,0,Fabianism
241,ea0fe666780cb34028182dbf4a70b7db,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,726,78,84,1332201309,0,GOP
242,dd6674200bebb1b914bbb8e455b12c83,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,737,78,84,1332469055,0,"Trayvon Martin"
243,dd6674200bebb1b914bbb8e455b12c83,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,737,78,84,1332469055,0,"Stand Your Ground"
244,dd6674200bebb1b914bbb8e455b12c83,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,737,78,84,1332469055,0,"Gun Control"
245,dd6674200bebb1b914bbb8e455b12c83,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,737,78,84,1332469055,0,"Freedom Under Siege"
246,dd6674200bebb1b914bbb8e455b12c83,e24c78c5edf157928d3c98fad53e7bc5,forums,forums,737,78,84,1332469055,0,Communism
